# ID      zz                   CTIO_U             eCTIO_U            VIMOS_U            eVIMOS_U           ACS_F435W          eACS_F435W         ACS_F606W          eACS_F606W         ACS_F775W          eACS_F775W         ACS_F814W          eACS_F814W         ACS_F850LP         eACS_F850LP        WFC3_F098M   eWFC3_F098M   WFC3_F105W         eWFC3_F105W        WFC3_F125W         eWFC3_F125W        WFC3_F160W         eWFC3_F160W        ISAAC_KS           eISAAC_KS          HAWKI_KS           eHAWKI_KS          IRAC_CH1           eIRAC_CH1          IRAC_CH2           eIRAC_CH2          IRAC_CH3           eIRAC_CH3          IRAC_CH4           eIRAC_CH4          f24            ef24           f70            ef70           f100           ef100          f160           ef160          f250           ef250          flg1   flg2  
  6401    1.018                5.56672798151E-8   1.66632243271E-8   4.0963777637E-8    5.58389695738E-9   2.76439437122E-8   2.24056915116E-8   2.68410808355E-7   1.68106533503E-8   1.06071814964E-6   3.61474282284E-8   1.45077478909E-6   2.2715620338E-8    2.39001155148E-6   4.1824357776E-8    -99.0        -99.0         3.53508613362E-6   2.27915425744E-8   5.34564359397E-6   2.46175985039E-8   7.69839161929E-6   2.83619228522E-8   1.27526370646E-5   1.29201740806E-7   1.32312233311E-5   2.43728140835E-8   2.1938149919E-5    1.01028913943E-7   1.71553664773E-5   7.90033822309E-8   1.16412602941E-5   3.32381905969E-7   8.55854621221E-6   3.78370193778E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.03  
  6665    1.0433               8.97015608415E-7   1.73498200522E-8   9.43626220277E-7   1.12984542745E-8   1.04712854805E-6   6.17242261809E-8   1.17489755494E-6   2.48887746813E-8   1.63530965174E-6   3.46420445641E-8   1.80967255479E-6   2.16680102489E-8   2.1897775551E-6    4.84046318913E-8   -99.0        -99.0         -99.0              -99.0              2.66931606362E-6   3.93364952102E-8   2.69649736354E-6   4.47041853547E-8   2.96483138952E-6   1.03767003724E-7   -99.0              -99.0              4.82169793901E-6   1.15464645892E-7   3.52858025829E-6   9.42483331051E-8   4.36113971393E-6   5.26195313393E-7   1.78648757485E-6   5.80831799805E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  7011    1.043                4.3732066517E-7    1.69170631472E-8   4.69894108605E-7   9.08855782598E-9   4.77749234659E-7   3.25617246711E-8   7.87771019586E-7   2.17669176767E-8   2.00078305215E-6   4.05413644258E-8   2.39221384751E-6   2.4236414156E-8    3.57437406264E-6   5.59660429473E-8   -99.0        -99.0         4.11149721105E-6   3.40814598769E-8   4.94766173682E-6   2.27848243207E-8   5.50554098485E-6   3.04247438414E-8   7.28450423292E-6   8.05113161116E-8   7.19117735783E-6   1.98699573422E-8   1.03181063527E-5   5.70199629014E-8   7.80548691466E-6   8.62694295037E-8   6.02004863684E-6   3.04956833507E-7   6.16595001861E-6   3.23705840812E-7   4.3481007E-5   6.0515758E-6   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.19  
  7094    1.08132              4.11149721105E-7   1.62833641634E-8   4.18408019567E-7   8.86346463154E-9   4.92492929605E-7   2.5855356821E-8    4.90681856768E-7   1.89812570438E-8   6.77953644924E-7   2.9347663983E-8    7.25103497617E-7   1.80318150485E-8   8.79022516831E-7   3.88612635583E-8   -99.0        -99.0         1.14498553469E-6   2.42551249396E-8   1.05681750921E-6   1.75205681477E-8   1.0616955572E-6    2.15128703971E-8   8.9536476555E-7    9.56607252743E-8   1.17489755494E-6   2.59708953197E-8   6.9310654515E-7    5.74537247539E-8   6.79203632617E-8   9.64628421624E-8   -99.0              -99.0              1.41514193293E-7   3.40967841021E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  7183    1.097                8.0463700174E-7    1.77863535886E-8   8.30998041044E-7   1.14806622097E-8   1.03181063527E-6   4.27649721761E-8   2.21207577646E-6   3.66731474937E-8   5.10975409055E-6   6.11813467083E-8   6.37969622663E-6   4.11314216019E-8   9.99079389984E-6   9.20186124038E-8   -99.0        -99.0         1.34276496114E-5   4.94692893266E-8   1.84161990352E-5   3.39238922945E-8   2.4299648977E-5    4.47616075996E-8   4.01420918204E-5   1.10916698673E-7   4.19952334664E-5   3.86790394226E-8   7.21107479183E-5   6.64164532805E-8   6.03670564786E-5   1.11200227484E-7   5.00264862421E-5   3.68608772723E-7   6.3095734448E-5    4.067932332E-7     6.5734095E-4   9.8200325E-6   0.0041819877   2.5489053E-4   0.007413889    1.4228645E-4   0.01130813     3.0321573E-4   0.016862745    7.2588237E-4   0      0.03  
  7195    1.015                1.267068225E-6     2.68412981415E-8   1.36019132286E-6   1.378060756E-8     1.66417885662E-6   6.13106148371E-8   3.01161880308E-6   3.32856410964E-8   6.93745213942E-6   8.30651841739E-8   8.22621393883E-6   6.06129842795E-8   1.23708630749E-5   1.02545873653E-7   -99.0        -99.0         1.54881661891E-5   4.27953847019E-8   2.05116217883E-5   3.77838036502E-8   2.67423765709E-5   4.92612781147E-8   4.13428108047E-5   2.66546951612E-7   4.23058085777E-5   3.89650896712E-8   6.10942024906E-5   1.12539679938E-7   4.76869998102E-5   1.31764049871E-7   3.43241665012E-5   4.10978433399E-7   2.75676661029E-5   4.0625214091E-7    1.4791713E-4   6.0184312E-6   9.7998451E-4   2.8784934E-4   0.0012432782   1.5961522E-4   0.002447303    4.1692163E-4   0.0046568628   0.0013431373   0      0.0   
  7219    1.094                2.33345806228E-9   1.9209498651E-8    2.76184944208E-8   6.53745636834E-9   6.79829490455E-8   3.97602773627E-8   4.15719120675E-7   2.7568185124E-8    1.30376704714E-6   5.04341807336E-8   1.86380297235E-6   2.91826415947E-8   3.32047335798E-6   6.72819176107E-8   -99.0        -99.0         4.76869998102E-6   3.95292149613E-8   6.48037294192E-6   2.98432202662E-8   9.05315591648E-6   4.16913237157E-8   1.3689891307E-5    1.13479702734E-7   1.37657538651E-5   2.53574557149E-8   2.16172278434E-5   5.97306079008E-8   1.62031704274E-5   8.95420288449E-8   1.04616455102E-5   3.37243606E-7      6.93745213942E-6   3.70598514007E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.03  
  7603    1.01275              4.68597535309E-7   1.98533368692E-8   5.2529104845E-7    9.67621870115E-9   5.79161921083E-7   2.56045364336E-8   6.22873708944E-7   1.5489572944E-8    9.98159627492E-7   3.03381867187E-8   1.05974164188E-6   1.75690462106E-8   1.24050923004E-6   3.54190879541E-8   -99.0        -99.0         1.27174488629E-6   1.75698049035E-8   1.42298394458E-6   1.57273997681E-8   1.42036512405E-6   1.96230693674E-8   1.23936720482E-6   7.76219578554E-8   1.58635360548E-6   2.19162849852E-8   2.05116217883E-6   9.06811287605E-8   1.40216783371E-6   1.43350317378E-7   1.12719745618E-6   4.14236702288E-7   9.34114255736E-7   4.57706744856E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  7649    1.0979999999999999   2.97577437737E-7   1.75410527269E-8   3.00330887868E-7   7.46860419399E-9   3.26587832172E-7   2.25598882174E-8   4.19952334664E-7   1.27640830095E-8   7.09251070556E-7   2.87427525836E-8   8.1208221625E-7    2.01947947786E-8   1.07151930524E-6   3.5528607059E-8    -99.0        -99.0         1.19784327783E-6   1.54455620215E-8   1.40734313832E-6   1.81469530537E-8   1.67648626607E-6   2.31615137092E-8   1.98426649848E-6   1.07827042055E-7   2.06062991327E-6   3.0366564611E-8    2.98400811593E-6   1.04438175598E-7   2.30356250012E-6   1.14569611349E-7   1.86723938838E-6   3.50837370589E-7   8.10587682465E-7   3.59104424774E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  7764    1.0290000000000001   1.85694910149E-7   1.62479766143E-8   2.15973268069E-7   6.96215558557E-9   2.03610420113E-7   3.50685077962E-8   3.43874522229E-7   1.42524062774E-8   6.36795520908E-7   1.70088001352E-8   7.09904615855E-7   1.70000041735E-8   9.16220490122E-7   2.86915887373E-8   -99.0        -99.0         -99.0              -99.0              1.33905988555E-6   1.72664762541E-8   1.56602972069E-6   2.16355001402E-8   1.78978143941E-6   9.06647293662E-8   1.8879913491E-6    4.34726073613E-8   2.97303484968E-6   1.01315852742E-7   2.3724660151E-6    7.64792683202E-8   1.52054752973E-6   3.40315675305E-7   1.94984459976E-6   3.57378775481E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.02  
  7772    1.0980299999999998   2.53046304946E-7   1.93443335669E-8   2.76439437122E-7   7.89291405521E-9   3.21218093399E-7   2.42599293855E-8   4.337105635E-7     1.91741851813E-8   7.19117735783E-7   3.44412593932E-8   8.9949758153E-7    2.15401651131E-8   1.27057410521E-6   3.86179859234E-8   -99.0        -99.0         1.41123714841E-6   2.98953413096E-8   1.79969951658E-6   1.9891014138E-8    2.13599386019E-6   2.36078765818E-8   2.89201139622E-6   1.14536560071E-7   2.78483840781E-6   3.33441025019E-8   4.40149284287E-6   1.09455967515E-7   3.25686682202E-6   9.59899263263E-8   2.89467626418E-6   3.62588969772E-7   2.8131960568E-6    4.01612644852E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  7837    1.095                1.75065270838E-6   2.09613395125E-8   1.83315842867E-6   1.51956117754E-8   1.95704134148E-6   2.88400270033E-8   3.10170149948E-6   2.2854181234E-8    5.67022118161E-6   4.17797336536E-8   6.42096052568E-6   3.54835391739E-8   8.9371696085E-6    5.76200618395E-8   -99.0        -99.0         1.02517970483E-5   4.72112701194E-8   1.29777678169E-5   3.58588976585E-8   1.51216784879E-5   4.17827417608E-8   2.15377335566E-5   1.38858899828E-7   2.14585315988E-5   3.95280759816E-8   3.16519156723E-5   5.83049833533E-8   2.4797048988E-5    9.135570456E-8     1.81635193118E-5   3.17855170907E-7   2.05305223928E-5   3.40367578654E-7   1.7790137E-4   5.8365217E-6   -99.0          -99.0          0.0022874597   1.5216446E-4   0.0043083321   3.1925664E-4   0.0043421569   7.8666668E-4   0      0.0   
  7886    1.071                4.50816704541E-7   2.0760876471E-8    4.7249802768E-7    9.57410885205E-9   5.0072583564E-7    4.38126261033E-8   8.41782707661E-7   2.1708694719E-8    1.98609491736E-6   5.12193085598E-8   2.5003453617E-6    3.68464509259E-8   4.13428108047E-6   6.85406447002E-8   -99.0        -99.0         5.68591024699E-6   3.14215012196E-8   7.75532495759E-6   2.85716730219E-8   1.08842873794E-5   4.00991965884E-8   1.89495979474E-5   1.39625797606E-7   1.88104852892E-5   3.46501944151E-8   3.02273448004E-5   1.11361653661E-7   2.5351286305E-5    1.40096385442E-7   1.79473362683E-5   3.63662366763E-7   1.49554677274E-5   3.71911360118E-7   5.2807726E-5   9.20339E-6     -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.03  
  7988    1.046                2.65216170551E-7   1.80762109016E-8   3.09884604201E-7   7.42077096989E-9   3.06478490537E-7   2.68163265381E-8   5.4651237452E-7    2.0637616446E-8    1.178148406E-6     3.90641321808E-8   1.32434153519E-6   2.56150362466E-8   1.80800655211E-6   4.32961249232E-8   -99.0        -99.0         2.15774440915E-6   3.37850527548E-8   2.73905025129E-6   2.01820680882E-8   3.33272899576E-6   2.45564547348E-8   5.03500608788E-6   1.11297887626E-7   4.85288500162E-6   3.12877058557E-8   8.15830617449E-6   7.51407767258E-8   5.97035286584E-6   8.24834730528E-8   4.21114310436E-6   3.1028849077E-7    3.88329157005E-6   3.36204508964E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  8038    1.037                1.6173350558E-7    1.68327131862E-8   1.65958690744E-7   6.41985132364E-9   2.05116217883E-7   1.87029828069E-8   2.68905695003E-7   1.48602778736E-8   6.52829844159E-7   2.70575328136E-8   7.46792589931E-7   1.58198920632E-8   1.0577913225E-6    3.50734252419E-8   -99.0        -99.0         1.34772101385E-6   1.98607508225E-8   1.76522471745E-6   1.62583204808E-8   2.08929613085E-6   1.9243128503E-8    2.9053603143E-6    7.49262007143E-8   2.81060620033E-6   1.81206478297E-8   4.32912374503E-6   5.58217844858E-8   3.42925673298E-6   7.8961554334E-8    2.84184246806E-6   2.82682833276E-7   3.77398352537E-6   3.05885120876E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.08  
  8041    1.058                3.40094806512E-8   1.75727018789E-8   2.57039578277E-8   5.4924190516E-9    6.86119875282E-8   1.83894469791E-8   3.02551980387E-7   1.56049976297E-8   1.08442619577E-6   2.89650096768E-8   1.50522006863E-6   2.07953837502E-8   2.73149242209E-6   4.27685573826E-8   -99.0        -99.0         4.04389620508E-6   2.60719623344E-8   5.56672798151E-6   2.05085837872E-8   7.59276572647E-6   2.79727826822E-8   1.24968339721E-5   6.90600566731E-8   1.18467711758E-5   2.18225589676E-8   1.8879913491E-5    5.21671288336E-8   1.42167393131E-5   7.85646048319E-8   9.38425931237E-6   2.59296667217E-7   5.82907978867E-6   2.84545387218E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.03  
  8067    1.038                5.59757601495E-8   1.73742305799E-8   1.08642562362E-7   6.00380986941E-9   1.60990407622E-7   2.86175855008E-8   4.62594004766E-7   1.66165281279E-8   1.54739076282E-6   4.41811864035E-8   1.96607463388E-6   3.25947898345E-8   3.49623004003E-6   5.47424967685E-8   -99.0        -99.0         4.84395388548E-6   2.67686784188E-8   6.32120682005E-6   2.32881865497E-8   8.37915067438E-6   3.08699318957E-8   1.20226443462E-5   9.96593819395E-8   1.22348880533E-5   2.25374966767E-8   1.84161990352E-5   1.18733623031E-7   1.4047531027E-5    1.1644428793E-7    9.46237161366E-6   3.5732181948E-7    6.55239394016E-6   3.74168626329E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.03  
  8113    1.046                2.68905695003E-7   1.68416482568E-8   3.56122980943E-7   8.52803605879E-9   3.56122980943E-7   2.32880984682E-8   4.5582695154E-7    1.21751319858E-8   7.54397082198E-7   2.36240632691E-8   8.41007754069E-7   1.93649191761E-8   1.10458718399E-6   3.15382341987E-8   -99.0        -99.0         1.23594743344E-6   1.70752448158E-8   1.38165623117E-6   1.65431814159E-8   1.52615976563E-6   1.96790312648E-8   1.8758581738E-6    8.46587321242E-8   1.83823063688E-6   2.20099488023E-8   2.25943577022E-6   5.82684829786E-8   1.50106673257E-6   9.53948151434E-8   1.63530965174E-6   3.07259873525E-7   5.74910181568E-7   3.35180998236E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  8154    1.082                1.05196187382E-7   1.89902967559E-8   1.57470787729E-7   6.67165394668E-9   1.96245632417E-7   2.74738338804E-8   3.68468189148E-7   2.03623046298E-8   1.00092145832E-6   4.14847229253E-8   1.44277962313E-6   2.92346811037E-8   1.87068214037E-6   4.99658957976E-8   -99.0        -99.0         -99.0              -99.0              4.01790810849E-6   4.07069313888E-8   5.98687237248E-6   4.96270190827E-8   9.41889596523E-6   1.30126856652E-7   9.43626220277E-6   4.34555933634E-8   1.56891711261E-5   1.01151824358E-7   1.62181009736E-5   1.19499384123E-7   1.11583505229E-5   4.21366045853E-7   9.06984781506E-6   4.09328288944E-7   5.1674645E-5   6.3822503E-6   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.03  
  8167    1.064                8.59013521505E-8   1.99377534313E-8   8.86339287328E-8   6.20424975622E-9   8.68560350349E-8   2.9439030174E-8    2.35721936365E-7   1.75857420632E-8   8.12830516164E-7   3.66835840211E-8   9.55872571885E-7   3.25744734354E-8   1.52615976563E-6   4.35749978006E-8   -99.0        -99.0         2.17170084335E-6   2.4002524744E-8    3.35119731968E-6   2.77791011711E-8   5.16654242567E-6   3.33099300007E-8   1.02423591412E-5   1.79237666415E-7   1.08542544931E-5   3.99885513461E-8   2.20800473302E-5   1.0168237567E-7    1.86208713666E-5   1.37203650648E-7   1.462850687E-5     3.77253876738E-7   1.40734313832E-5   3.88863279722E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  8402    1.0490000000000002   3.23891834997E-7   2.2970286139E-8    3.49301137564E-7   9.00811063398E-9   3.64753946926E-7   2.41884576231E-8   5.85598559849E-7   1.29445489381E-8   1.25198752062E-6   2.65218317748E-8   1.38803366657E-6   2.17332462786E-8   1.93018972763E-6   3.5555408748E-8    -99.0        -99.0         2.25527756675E-6   1.86946866207E-8   2.95120922667E-6   1.63089848919E-8   3.50913438359E-6   1.93921932503E-8   5.48024532177E-6   7.57123871031E-8   5.22877555313E-6   1.92635210292E-8   9.20449571753E-6   1.01731846213E-7   6.51028498435E-6   1.61897239686E-7   4.72063041264E-6   4.26090406133E-7   4.6131757456E-6    4.88622566347E-7   4.4560132E-5   7.8544844E-6   -99.0          -99.0          7.2587289E-4   1.8281243E-4   -99.0          -99.0          -99.0          -99.0          0      0.02  
  8461    1.021                2.75676661029E-7   1.8535253929E-8    3.00330887868E-7   8.02183413429E-9   3.29609712177E-7   2.21614687652E-8   4.0700523944E-7    1.12459703653E-8   7.24435960075E-7   2.7356437257E-8    7.72680585096E-7   1.77916279689E-8   1.002766923E-6     3.32489688284E-8   -99.0        -99.0         1.08842873794E-6   1.10272790618E-8   1.23367282977E-6   1.59075653377E-8   1.2989726289E-6    1.91423680736E-8   1.48320096718E-6   9.15272645102E-8   1.62779608639E-6   2.24888340178E-8   2.10087396924E-6   6.19192458731E-8   1.58781536421E-6   9.21332156988E-8   1.55310207523E-6   2.98966113777E-7   1.27174488629E-6   3.30312332187E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  8540    1.0959999999999999   3.0199517204E-7    1.80796091137E-8   3.1974223032E-7    8.24581736313E-9   3.11028366869E-7   2.17715461439E-8   3.52533181196E-7   1.07149369511E-8   5.31128981855E-7   2.10350784285E-8   5.9101703661E-7    1.68747510257E-8   8.06863370364E-7   2.74964992165E-8   -99.0        -99.0         8.69360692509E-7   1.52135049797E-8   9.58517397686E-7   1.58908886733E-8   1.03752841582E-6   1.8156380725E-8    1.50660706619E-6   8.8808728873E-8    1.24738351424E-6   2.18287708071E-8   1.59514438693E-6   5.87672909842E-8   1.08043837237E-6   9.35413285085E-8   1.04231742939E-6   2.94723017821E-7   1.706082389E-9     3.21379251163E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  8586    1.042                5.7650091377E-7    1.75222398139E-8   5.94292158616E-7   8.75781289799E-9   6.42687717317E-7   2.60452395693E-8   7.03396171216E-7   1.68441471984E-8   9.98159627492E-7   2.94188477272E-8   1.04520144146E-6   1.82906559629E-8   1.21338885046E-6   3.12920280858E-8   -99.0        -99.0         1.39059287547E-6   1.66501838124E-8   1.47774670617E-6   1.49716051622E-8   1.3803842646E-6    1.77993324896E-8   1.31825673856E-6   8.74194714702E-8   1.67032122582E-6   3.07684540406E-8   2.55623042711E-6   5.88593807573E-8   1.75549662962E-6   7.2759246663E-8    6.50429155079E-7   2.85156077932E-7   5.62859499283E-7   2.98605748032E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  8976    1.09                 4.6131757456E-7    1.95449026539E-8   4.6131757456E-7    8.92267295068E-9   5.2529104845E-7    2.99962779736E-8   5.2917583042E-7    2.09577249136E-8   7.78394932627E-7   3.08279137752E-8   8.64569678034E-7   2.2296346828E-8    1.11173172728E-6   4.09577104424E-8   -99.0        -99.0         1.21338885046E-6   2.79393107909E-8   1.267068225E-6     1.98392203655E-8   1.32312233311E-6   2.43728140835E-8   1.19563879999E-6   1.09021179067E-7   1.43086941275E-6   2.89933475024E-8   1.93731392458E-6   5.53142940236E-8   1.41514193293E-6   6.90798760479E-8   7.69839161929E-7   2.70856363238E-7   5.87759963681E-7   2.86913874093E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  9026    1.016                2.10668692574E-7   1.78510393518E-8   2.23666014947E-7   7.41614445829E-9   2.59656979027E-7   2.72634323875E-8   7.4199332779E-7    1.57182255362E-8   2.42102904674E-6   4.23671529847E-8   2.96483138952E-6   3.82299487403E-8   4.69894108605E-6   5.62625008275E-8   -99.0        -99.0         6.12632454444E-6   2.82127671417E-8   7.92866374879E-6   2.19077075464E-8   9.62055219186E-6   2.6582568076E-8    1.3689891307E-5    8.8261991015E-8    1.40863994636E-5   2.59481067351E-8   2.05116217883E-5   1.13351410951E-7   1.59220872705E-5   1.17318274555E-7   1.36144468247E-5   3.26023592001E-7   1.15664477417E-5   3.62205130024E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.04  
  9372    1.0070000000000001   3.01161880308E-7   1.96940043154E-8   2.99226463661E-7   7.99233497799E-9   3.2839761925E-7    2.48021615753E-8   3.38532212815E-7   1.80843820601E-8   5.94292158616E-7   3.11997084491E-8   6.42687717317E-7   1.59823060993E-8   8.18841791901E-7   3.62006957482E-8   -99.0        -99.0         8.16582371359E-7   2.25630047459E-8   9.02817564966E-7   1.7462039841E-8    9.12851219331E-7   2.10191760975E-8   8.4255837534E-7    8.53627436215E-8   8.65366342956E-7   2.94901786908E-8   1.1901453387E-6    6.9058355068E-8    8.9784217091E-7    8.18673767445E-8   5.04893756201E-7   3.12961377206E-7   5.82907978867E-7   3.30180024791E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  9380    1.023                8.90430443594E-8   1.72224516724E-8   1.32068729515E-7   6.32526934689E-9   1.20448112857E-7   2.0412373345E-8    2.53980281377E-7   1.52050914552E-8   6.28637088413E-7   2.77918154627E-8   7.20443620415E-7   1.59252743108E-8   1.06365307508E-6   3.33084633211E-8   -99.0        -99.0         1.21562605524E-6   2.12730264942E-8   1.66724721255E-6   1.6891505743E-8    2.09122133016E-6   2.11869462683E-8   3.52533181196E-6   8.4420715372E-8    3.47376151973E-6   3.19945259678E-8   6.52829844159E-6   6.01278506968E-8   5.32598574849E-6   7.35812123398E-8   4.24619563946E-6   2.89405912728E-7   4.21890746568E-6   3.03089075303E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  9606    1.005                2.54917705051E-7   1.62003639295E-8   2.72897778281E-7   7.28909613169E-9   3.06196343369E-7   1.88951560387E-8   3.45461774906E-7   1.24091000763E-8   5.85598559849E-7   2.15742482302E-8   6.37969622663E-7   1.46897934293E-8   7.67008187694E-7   2.8257625907E-8    -99.0        -99.0         8.32530206749E-7   1.22686185186E-8   9.15377008362E-7   1.1803307342E-8    9.70063133784E-7   1.42953786311E-8   1.03466557584E-6   6.48014304478E-8   1.18249687038E-6   1.63367979975E-8   1.49554677274E-6   5.23430803129E-8   9.97240711742E-7   7.43979037422E-8   1.29419584145E-6   2.38399684155E-7   7.58577575029E-7   2.59907385122E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.01  
  9769    1.038                2.00447202737E-7   2.01234379056E-8   2.25320133563E-7   8.3011004911E-9    3.03668678847E-7   3.35627027098E-8   7.31139083483E-7   2.76095632544E-8   2.05873287673E-6   5.11964024302E-8   2.46150090623E-6   2.9472639524E-8    4.02531618974E-6   6.3026704761E-8    -99.0        -99.0         5.59757601495E-6   3.6088906249E-8    8.11334605228E-6   2.98906714789E-8   1.17598017407E-5   3.24935330215E-8   2.26568745501E-5   1.04338763186E-7   2.25527756675E-5   4.1543748046E-8    4.42588372363E-5   8.15277910828E-8   3.70510056302E-5   6.82504745956E-8   2.97851642943E-5   3.01764651304E-7   3.03668678847E-5   3.07658108173E-7   2.5945235E-4   1.7019334E-5   0.002769081    2.751521E-4    0.0050127476   2.1676331E-4   0.0096898435   5.096182E-4    0.013254902    8.3725492E-4   0      0.02  
  9871    1.08027              5.13806980232E-7   1.70364138244E-8   4.92039535681E-7   8.15733288017E-9   5.13806980232E-7   2.55546207366E-8   6.96947396356E-7   1.79735436771E-8   1.1025543321E-6    3.14801920995E-8   1.27291674619E-6   1.9930794046E-8    1.72981635922E-6   3.50508343886E-8   -99.0        -99.0         1.87068214037E-6   2.92903527089E-8   2.24078402679E-6   1.65107068694E-8   2.47286267819E-6   1.82207255674E-8   3.11601830311E-6   9.47086442838E-8   3.20922376805E-6   3.25138475569E-8   4.97966354164E-6   6.87965942347E-8   3.610771451E-6     7.64897983591E-8   3.12751931141E-6   2.82294070304E-7   2.30144181741E-6   3.0311799353E-7    2.4735074E-5   5.5366792E-6   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.01  
  9884    1.048                3.03109815358E-6   1.67504674172E-8   3.02830769427E-6   1.67350467692E-8   3.1304011901E-6    4.03648846463E-8   3.11888958409E-6   2.29808277217E-8   3.87971657294E-6   3.21601591652E-8   4.08883890268E-6   2.63617186139E-8   4.59198012837E-6   4.652306996E-8     -99.0        -99.0         4.87977727286E-6   3.5955527698E-8    4.90230130136E-6   1.80607454366E-8   4.52480637856E-6   2.08375034319E-8   5.10035023959E-6   9.86495196182E-8   5.14280431949E-6   3.31568847743E-8   7.20443620415E-6   7.29908405913E-8   5.06290758346E-6   6.99466531733E-8   4.18022828954E-6   2.81059675268E-7   4.60892880981E-6   2.92903641311E-7   1.8923218E-5   4.6941914E-6   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.03  
  10056   1.002                5.21434785414E-8   2.65583329607E-8   8.81454704447E-8   7.79375793642E-9   8.4800809889E-8    2.03852568276E-8   1.5776112697E-7    1.70004940193E-8   3.69487712254E-7   2.6203928467E-8    5.1333396438E-7    1.9857518253E-8    7.62781234069E-7   3.51273739757E-8   -99.0        -99.0         9.33254300797E-7   1.80507385043E-8   1.18032063565E-6   1.84809631641E-8   1.48320096718E-6   2.18572571965E-8   2.08545104769E-6   1.13325512472E-7   2.15179057034E-6   2.57643406306E-8   3.17102743895E-6   8.76187261248E-8   2.29509147602E-6   1.2048986997E-7    1.81970085861E-6   3.72073427082E-7   1.25892541179E-6   4.08148630404E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  10075   1.0859999999999999   2.25112701591E-7   1.70015897504E-8   2.3724660151E-7    7.21090244162E-9   3.03109815358E-7   6.14183805298E-9   3.32047335798E-7   3.66992277876E-9   5.10035023959E-7   4.22783655507E-9   5.32598574849E-7   2.40365293643E-8   7.85597332261E-7   7.95918070798E-9   -99.0        -99.0         8.62978547767E-7   1.51018197014E-8   9.32395137541E-7   1.97516561292E-8   1.05002587211E-6   2.32106296357E-8   1.18795502794E-6   1.46615700063E-7   1.14077501292E-6   2.73180080078E-8   7.14496326076E-7   7.69948259849E-8   7.684223711E-7     8.77601516822E-8   4.87977727286E-7   2.93037550739E-7   4.81282421868E-7   3.16056851828E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
