# ID      zz                   CTIO_U             eCTIO_U            VIMOS_U            eVIMOS_U           ACS_F435W          eACS_F435W         ACS_F606W          eACS_F606W         ACS_F775W          eACS_F775W         ACS_F814W          eACS_F814W         ACS_F850LP         eACS_F850LP        WFC3_F098M   eWFC3_F098M   WFC3_F105W         eWFC3_F105W        WFC3_F125W         eWFC3_F125W        WFC3_F160W         eWFC3_F160W        ISAAC_KS           eISAAC_KS          HAWKI_KS           eHAWKI_KS          IRAC_CH1           eIRAC_CH1          IRAC_CH2           eIRAC_CH2          IRAC_CH3           eIRAC_CH3          IRAC_CH4           eIRAC_CH4          f24            ef24           f70            ef70           f100           ef100          f160           ef160          f250           ef250          flg1   flg2  
  15336   1.036                7.0210166024E-9    5.1021436653E-9    -99.0              -99.0              1.79143064841E-8   7.58985557132E-9   1.79143064841E-7   4.94990580738E-9   7.3046598952E-7    6.05505635427E-9   8.78213279898E-7   4.04432161353E-8   1.62929603264E-6   1.05044597191E-8   -99.0        -99.0         2.5421431362E-6    1.17070017794E-8   4.14190372622E-6   7.62966862129E-9   6.54636174067E-6   6.02942198297E-9   1.65653264932E-5   1.06800606763E-7   1.58927846988E-5   2.92755913069E-8   3.23295753368E-5   1.19106557173E-7   2.69649736354E-5   9.93426341215E-8   2.09314830345E-5   3.27736341504E-7   2.26151774611E-5   3.54098919382E-7   2.4087599E-4   9.3652586E-6   0.0019356551   2.5907792E-4   0.0045964268   1.7144426E-4   0.011010024    4.3722119E-4   0.01432353     9.3754904E-4   0      0.03  
  15585   1.0875700000000001   6.0925625975E-7    1.8517809836E-8    6.34453795776E-7   9.34965665502E-9   6.74838730871E-7   7.45859328901E-9   7.27779804537E-7   4.69216980094E-9   9.8446436398E-7    5.4403511258E-9    1.07250666562E-6   2.17319331714E-8   1.33290746423E-6   9.82122514393E-9   -99.0        -99.0         1.40345987292E-6   9.04844018961E-9   1.52615976563E-6   5.62258036137E-9   1.56314764264E-6   5.75884873615E-9   1.71237942124E-6   1.04092542283E-7   1.84671552399E-6   2.55133178192E-8   2.17170084335E-6   9.20096781854E-8   1.67340090684E-6   8.32279964261E-8   1.19233968789E-6   3.05295551332E-7   1.4709570768E-6    3.33281177607E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  15704   1.09384              9.19602196659E-7   2.03276381713E-8   9.48855326728E-7   1.13610646798E-8   1.01952997756E-6   8.45119630151E-9   1.10968572677E-6   5.11029162476E-9   1.55310207523E-6   5.72183949813E-9   1.65653264932E-6   3.20401820288E-8   2.13206283581E-6   9.81851220613E-9   -99.0        -99.0         2.29297859182E-6   1.05595566482E-8   2.35071511594E-6   6.4952659006E-9    2.37684028662E-6   6.56745241489E-9   2.69649736354E-6   1.19211160946E-7   2.72144774645E-6   3.75981900741E-8   3.24190287823E-6   1.04506601365E-7   2.3550492839E-6    8.02559803406E-8   2.0192960698E-6    3.0501382748E-7    1.32800588624E-6   3.25354873673E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  15746   1.094                4.72933414919E-7   1.61167475813E-8   4.75116376378E-7   8.3143687312E-9    4.8083934845E-7    2.302920913E-8     5.59242283041E-7   1.59675165093E-8   8.03156169923E-7   2.36714934299E-8   9.0032643106E-7    1.82430883271E-8   1.25892541179E-6   3.1306855173E-8    -99.0        -99.0         1.30857916125E-6   1.9283935166E-8    1.34524070515E-6   1.36291372543E-8   1.36269919699E-6   1.63162004576E-8   1.19894704048E-6   1.26991168804E-7   1.54596621939E-6   2.4206087643E-8    1.90546071796E-6   1.01789662312E-7   1.41905752169E-6   6.53500139108E-8   4.2933866347E-8    3.33589406816E-7   6.03114819618E-7   3.69400369342E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.01  
  15753   1.0859999999999999   3.57766769936E-7   1.74643147419E-8   3.96278034255E-7   8.02968227035E-9   4.14190372622E-7   7.24818519023E-9   5.44502652842E-7   4.51354928951E-9   9.62941712972E-7   5.32141256091E-9   1.00646806644E-6   2.2247792317E-8    1.52615976563E-6   9.8395156324E-9    -99.0        -99.0         1.72504329725E-6   7.94411796202E-9   2.07204889776E-6   5.72528268472E-9   2.39441817286E-6   6.61602190948E-9   3.29609712177E-6   8.80387115328E-8   3.13328572432E-6   2.02010396025E-8   4.22279501306E-6   8.5565434661E-8    3.06478490537E-6   7.33920515779E-8   1.89670592121E-6   2.77761983206E-7   1.67648626607E-6   3.04187880048E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.01  
  15775   1.097                2.97029784402E-7   1.77823451972E-8   2.94035657367E-7   7.58287176038E-9   3.17394940856E-7   8.47761476912E-9   7.76247116629E-7   5.71960012553E-9   1.70294256188E-6   6.27387225153E-9   2.05873287673E-6   2.65462827416E-8   3.03668678847E-6   1.39844594624E-8   -99.0        -99.0         3.97008678112E-6   1.09697551681E-8   5.85598559849E-6   1.07871241151E-8   7.684223711E-6     7.07743158727E-9   1.49142012809E-5   9.61554091216E-8   1.39958732257E-5   2.57813512424E-8   2.35939144304E-5   8.69231930447E-8   1.92841277564E-5   8.88066902065E-8   1.4709570768E-5    3.25152368397E-7   1.67648626607E-5   3.39702201069E-7   1.6209991E-4   1.108415E-5    -99.0          -99.0          0.0027913461   2.0140092E-4   0.0061849763   4.8136917E-4   0.0053813726   0.001          0      0.03  
  15870   1.023                1.0577913225E-6    2.43565453069E-8   1.07053285383E-6   1.38039607485E-8   1.20670190959E-6   3.22309924131E-8   1.60990407622E-6   2.22416467623E-8   2.47742205763E-6   3.42268505938E-8   2.57039578277E-6   2.6041642055E-8    2.99226463661E-6   4.40956412579E-8   -99.0        -99.0         3.28700223969E-6   2.72469684879E-8   4.01420918204E-6   1.84861164455E-8   4.19952334664E-6   2.32074236536E-8   4.716284553E-6     1.34659616675E-7   5.18083785072E-6   2.38586400086E-8   7.05342414258E-6   2.5336130485E-7    6.77953644924E-6   1.56104595654E-7   4.57930953152E-6   6.07348792136E-7   5.23841619028E-6   7.52662499511E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.03  
  15924   1.021                1.27057410521E-6   2.34048399536E-8   1.27408968592E-6   1.40817596061E-8   1.46960289898E-6   3.51924115692E-8   1.79969951658E-6   2.32061831609E-8   2.61818300822E-6   3.37600993265E-8   2.60135725665E-6   2.63553243392E-8   3.03389118419E-6   4.47090727327E-8   -99.0        -99.0         3.24190287823E-6   2.38872231691E-8   3.9228346254E-6    1.80653210614E-8   3.81241351104E-6   2.10681756453E-8   4.75116376378E-6   1.35655489825E-7   5.1333396438E-6    2.36399026822E-8   1.00461579028E-5   2.31321334288E-7   5.97035286584E-6   1.42971353291E-7   5.89386250241E-6   5.7541548538E-7    5.30151506678E-6   7.17782746308E-7   5.095009E-5    6.830087E-6    -99.0          -99.0          0.0020309078   1.5746449E-4   0.0012037778   3.3586537E-4   -99.0          -99.0          0      0.03  
  15959   1.02284              5.86138164514E-7   1.83550088006E-8   6.13196969716E-7   9.60117977045E-9   6.49830363484E-7   3.23198576914E-8   8.46447448098E-7   1.87105658495E-8   1.54881661891E-6   2.85302564679E-8   1.63530965174E-6   2.86173411617E-8   2.22024039535E-6   3.88534225226E-8   -99.0        -99.0         2.50726362478E-6   2.77113016638E-8   2.90001336905E-6   2.4039099191E-8    3.26287172143E-6   3.00521591445E-8   -99.0              -99.0              4.25010833176E-6   3.5230449918E-8    5.94292158616E-6   7.66308628574E-8   4.43812980308E-6   5.31396919318E-8   3.2359365693E-6    3.57648926704E-7   2.94849231389E-6   3.80192649132E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  15967   1.032                1.77010895832E-7   1.56511737615E-8   2.05683758663E-7   6.2515775067E-9    1.7635996339E-7    2.16036593678E-8   5.42500321631E-7   1.79878054109E-8   1.22800461799E-6   2.71448172241E-8   1.4047531027E-6    2.45826830074E-8   2.03235701094E-6   3.9309269639E-8    -99.0        -99.0         2.66440352772E-6   2.45400633786E-8   3.83707245492E-6   2.12044460051E-8   4.8083934845E-6    2.21434703173E-8   -99.0              -99.0              7.84151540528E-6   2.88892103659E-8   1.33045441798E-5   7.35236282339E-8   1.07944370998E-5   4.97102199067E-8   8.52707337344E-6   3.61271341472E-7   8.2035154433E-6    3.85341564346E-7   9.1802659E-5   1.64104E-5     -99.0          -99.0          9.8227116E-4   2.7206791E-4   -99.0          -99.0          -99.0          -99.0          0      0.03  
  15988   1.042                4.77309413929E-7   1.75847286601E-8   4.68597535309E-7   8.20029131556E-9   5.22877555313E-7   2.55241653637E-8   7.33162089027E-7   1.68816809694E-8   1.40087698395E-6   3.22563846037E-8   1.62929603264E-6   2.85121049519E-8   2.19179534384E-6   4.0374362285E-8    -99.0        -99.0         -99.0              -99.0              3.12176351085E-6   6.0380259441E-8    3.42609972488E-6   7.25777526133E-8   -99.0              -99.0              4.16485609341E-6   4.21957164426E-8   6.0925625975E-6    8.41718628908E-8   4.7119426942E-6    6.50978940403E-8   4.94310686987E-6   4.55276967665E-7   3.03948496877E-6   4.75909749004E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  15991   1.03399              1.10052522142E-7   1.53056799346E-8   1.21674620398E-7   5.49125687563E-9   1.58052001528E-7   1.77596953127E-8   2.14585315988E-7   1.36371862137E-8   4.27366031497E-7   1.96809330675E-8   5.14280431949E-7   1.75257819521E-8   7.11868867262E-7   2.62262182708E-8   -99.0        -99.0         8.74178256401E-7   1.61029585745E-8   9.45366045958E-7   1.3931428895E-8    1.07547420897E-6   1.58487736415E-8   9.25550244763E-7   1.37246587849E-7   1.27997061671E-6   2.47568265966E-8   1.84331687951E-6   8.31901217809E-8   1.42298394458E-6   5.63565158358E-8   3.74282912241E-7   3.23698936311E-7   1.28824955169E-6   3.53583462283E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  16048   1.033                3.58426408044E-7   1.71663919252E-8   3.70851465876E-7   7.85603692477E-9   3.65763193009E-7   2.62766673246E-8   7.26440418592E-7   2.07413668971E-8   1.62031704274E-6   3.28320772431E-8   1.83315842867E-6   2.87028222425E-8   2.6302679919E-6    4.36061942548E-8   -99.0        -99.0         3.11601830311E-6   2.86995891769E-8   3.88686986137E-6   2.14796366429E-8   4.60892880981E-6   2.54698818531E-8   5.83445104274E-6   1.55838111963E-7   6.26325364758E-6   2.88433489651E-8   8.75790036306E-6   1.20994864932E-7   7.18455708793E-6   7.9406659442E-8    4.87977727286E-6   3.82027481791E-7   5.0257398011E-6    4.30485599958E-7   6.0931991E-5   7.0012053E-6   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.01  
  16049   1.047                1.00461579028E-6   2.12815627545E-8   1.03944137515E-6   1.24456915204E-8   1.14287833479E-6   1.15789283139E-8   1.72345520511E-6   6.34944362196E-9   3.36976798584E-6   9.31101303726E-9   3.78791303785E-6   3.83767652159E-8   5.19995996534E-6   1.43680203604E-8   -99.0        -99.0         6.0645698151E-6    1.11713504413E-8   7.54397082198E-6   6.94825390267E-9   8.98669495048E-6   8.2770519313E-9    1.3689891307E-5    1.51306270311E-7   1.4047531027E-5    3.88147626433E-8   2.67670185563E-5   1.23266675823E-7   2.25943577022E-5   8.32406899694E-8   1.75549662962E-5   3.55711872575E-7   1.89147236283E-5   3.83264293849E-7   2.7525382E-4   1.1885785E-5   0.0032688663   3.1337892E-4   0.0048652686   2.4979245E-4   0.010731793    4.7469729E-4   0.016558824    0.0011019608   0      0.0   
  16123   1.04112              2.44118110605E-7   1.59637173164E-8   2.68410808355E-7   6.92203373249E-9   2.98675775503E-7   2.77841460878E-8   4.52897579904E-7   2.04395702363E-8   8.81454704447E-7   2.84147424765E-8   9.94489037155E-7   1.83191650568E-8   1.41123714841E-6   3.50945311026E-8   -99.0        -99.0         1.65348401217E-6   2.13208107724E-8   2.12813904598E-6   1.56807079779E-8   2.36809979387E-6   1.96299046227E-8   2.89201139622E-6   1.43836610321E-7   3.23891834997E-6   2.38652323522E-8   4.79071130003E-6   7.94233470549E-8   3.73938343643E-6   5.16614913463E-8   2.66931606362E-6   3.29443147385E-7   2.4934461881E-6    3.60558163038E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.02  
  16236   1.069                7.13838553602E-7   1.77516793331E-8   7.0404432147E-7    9.72673175654E-9   9.73643569799E-7   3.67671135832E-8   1.15664477417E-6   1.91755657072E-8   1.69511825153E-6   3.59090169549E-8   1.89845365666E-6   4.19649704599E-8   2.4456820721E-6    4.50511286514E-8   -99.0        -99.0         -99.0              -99.0              -99.0              -99.0              3.39156386906E-6   8.1217389831E-8    -99.0              -99.0              2.99502188375E-6   5.79288590388E-8   3.86189089449E-6   9.95941229295E-8   3.20922376805E-6   7.68509124073E-8   3.47056354008E-6   5.62585258166E-7   2.15377335566E-6   6.1891395352E-7    -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  16275   1.01678              5.78096047406E-7   1.59733840929E-8   5.88843655356E-7   9.2198658359E-9    6.25748763354E-7   2.53587800305E-8   6.96305779603E-7   1.66743544061E-8   1.11892248196E-6   2.57641422717E-8   1.17489755494E-6   1.73139302131E-8   1.42298394458E-6   2.88335662416E-8   -99.0        -99.0         1.54312106566E-6   1.70552042998E-8   1.7186996954E-6    1.58298091918E-8   1.76522471745E-6   1.78841525288E-8   2.09314830345E-6   8.48258766246E-8   2.17570495093E-6   1.80350848323E-8   2.75930685582E-6   8.1325297065E-8    1.57470787729E-6   7.3968337235E-8    1.62031704274E-6   3.29813139579E-7   1.13762728582E-6   3.73014468872E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.01  
  16336   1.0357               4.73805393339E-8   1.81538612018E-8   6.80455924995E-8   6.07921375701E-9   -99.0              -99.0              8.92072188725E-7   2.21839789352E-8   3.45461774906E-6   5.40909490506E-8   4.70327096441E-6   5.6314344377E-8    8.15830617449E-6   1.05197087416E-7   -99.0        -99.0         -99.0              -99.0              1.51495593204E-5   6.97662989132E-8   1.98975681109E-5   7.33053499504E-8   2.62301032431E-5   1.44952907317E-7   -99.0              -99.0              4.54150712633E-5   2.09144132176E-7   3.44825996553E-5   1.27038591894E-7   2.0192960698E-5    1.07870743865E-6   1.5819763986E-5    9.76226253134E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.03  
  16360   1.032                2.80801872812E-8   1.74056699569E-8   4.32912374503E-8   5.46256033896E-9   1.2659017493E-7    2.5417461455E-8    3.32966085207E-7   2.05470975464E-8   1.34772101385E-6   3.35150170129E-8   1.79473362683E-6   2.64481721283E-8   3.03668678847E-6   4.47502702798E-8   -99.0        -99.0         4.26186805424E-6   3.140260432E-8     5.44001378247E-6   2.50521892824E-8   7.31812797674E-6   2.69609798206E-8   1.01297796876E-5   1.49277950105E-7   1.10458718399E-5   2.03472478701E-8   1.68112497448E-5   7.74186661138E-8   1.25660852008E-5   5.78689609211E-8   7.77678334456E-6   3.50971425852E-7   4.91586559157E-6   3.75797401166E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.23  
  16435   1.094                2.12422247739E-7   2.68037924983E-8   2.03798038629E-7   9.57295144485E-9   2.50264932573E-7   1.01421109335E-8   5.95936519256E-7   6.58653381893E-9   1.55596563161E-6   7.16548653709E-9   1.85012043477E-6   3.57845017601E-8   3.36046982461E-6   1.54755354472E-8   -99.0        -99.0         4.78630092323E-6   1.32250381877E-8   6.82338694142E-6   1.2569143244E-8    9.69170083947E-6   8.92638635149E-9   1.90546071796E-5   1.22849592445E-7   1.83653834335E-5   3.38302864968E-8   3.07043565073E-5   1.13119029734E-7   2.55387713578E-5   9.40883107549E-8   1.7799180204E-5    3.44266666843E-7   1.79804269518E-5   3.80893460196E-7   1.1184354E-4   1.1346223E-5   -99.0          -99.0          0.0015024417   2.5102144E-4   0.0018837419   4.8576977E-4   -99.0          -99.0          0      0.03  
  16440   1.033                4.01420918204E-7   2.033472809E-8     3.78094186683E-7   9.05417799525E-9   5.67022118161E-7   4.38687203363E-8   1.33168037627E-6   3.434264269E-8     3.55467581999E-6   5.23836387426E-8   4.44221935471E-6   4.09143522639E-8   6.9310654515E-6    7.02212191436E-8   -99.0        -99.0         9.07820530178E-6   5.01680164777E-8   1.25660852008E-5   3.47213765527E-8   1.70765447281E-5   4.7184236797E-8    2.82357936911E-5   2.08049016454E-7   3.09599321331E-5   2.85151512839E-8   5.21915265835E-5   9.61403448735E-8   4.58775270547E-5   4.22547639598E-8   3.31436245009E-5   3.96843281659E-7   3.18859969339E-5   4.40521327291E-7   2.4465293E-4   8.2707181E-6   0.0018843258   2.5651145E-4   0.0040218735   2.0708501E-4   0.011224376    4.5241036E-4   0.0087284315   9.3284315E-4   0      0.03  
  16455   1.087                2.53046304946E-6   2.56370685827E-8   2.54917705051E-6   1.87830306429E-8   3.2299812406E-6    1.48746133105E-8   4.24619563946E-6   7.82178142509E-9   6.68036204679E-6   1.23056816518E-8   7.57879220916E-6   4.88622790984E-8   1.02612436519E-5   1.89019093348E-8   -99.0        -99.0         1.16734707649E-5   2.15033278134E-8   1.40863994636E-5   1.29740533675E-8   1.6413454667E-5    1.51173504163E-8   2.0267491521E-5    1.68003445855E-7   2.14190399072E-5   3.94553295973E-8   3.18566423657E-5   1.46705259648E-7   2.5003453617E-5    1.15145159144E-7   1.78155814066E-5   4.43036435435E-7   1.6611161476E-5    4.7428279862E-7    1.6209991E-4   1.0860617E-5   -99.0          -99.0          0.0018880376   2.5102144E-4   0.0052239414   4.9584857E-4   0.013107843    0.0012215687   0      0.0   
  16514   1.018                3.98107170553E-7   2.05335342538E-8   4.23838105774E-7   9.36886372031E-9   4.9888448746E-7    4.2732532203E-8    1.26823577556E-6   3.03702962284E-8   4.64301407282E-6   6.842198394E-8     5.75439937337E-6   3.1799986119E-8    9.09494338555E-6   7.53907718203E-8   -99.0        -99.0         1.12823612165E-5   4.15657548014E-8   1.42692123158E-5   3.94272906805E-8   1.78813374869E-5   4.94079613682E-8   2.73905025129E-5   1.00910340441E-7   2.74410041826E-5   2.5274098867E-8    3.56779588289E-5   6.57212289182E-8   2.74915989655E-5   7.59620951527E-8   1.90546071796E-5   2.98349010224E-7   1.41514193293E-5   3.38882410801E-7   8.6946599E-5   7.362712E-6    -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0.0074313727   0.0013578432   0      0.03  
  16697   1.0390000000000001   6.67421203858E-7   2.02856823147E-8   6.83596766838E-7   1.00738542396E-8   8.07606861329E-7   4.61176712934E-8   1.17381593248E-6   3.35148572439E-8   2.05305223928E-6   4.7273274813E-8    2.26986485188E-6   3.13593418264E-8   2.99502188375E-6   5.79288590388E-8   -99.0        -99.0         3.37909187438E-6   3.42348449423E-8   3.98474009718E-6   2.56905688122E-8   4.64729241676E-6   3.42425159732E-8   5.71741872918E-6   1.42180305871E-7   5.98687237248E-6   3.85987926199E-8   9.37562006926E-6   9.49879172398E-8   7.60676500766E-6   6.30548053652E-8   5.87759963681E-6   4.33077545801E-7   6.13762005165E-6   4.69195428921E-7   1.3165318E-4   1.0798953E-5   -99.0          -99.0          0.0014641893   1.8173706E-4   0.0043594359   4.6021788E-4   0.0044107844   0.0010450981   0      0.0   
  16714   1.02688              2.10474748866E-7   1.89977319522E-8   2.1222668969E-7    7.42778418264E-9   2.53046304946E-7   2.37725545039E-8   4.0700523944E-7    1.9118149621E-8    8.60597341193E-7   2.85350199682E-8   9.80844136031E-7   2.25847708618E-8   1.42955214004E-6   3.15999882941E-8   -99.0        -99.0         1.73940213978E-6   2.08266314765E-8   2.18776162395E-6   2.01500292093E-8   2.56330331987E-6   2.36088960526E-8   3.26587832172E-6   1.35359329304E-7   3.52208635618E-6   2.5951691328E-8    5.0211130547E-6    9.71169365879E-8   3.81241351104E-6   7.37386147584E-8   3.01161880308E-6   3.6614205206E-7    2.24698410364E-6   4.09770670418E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  16854   1.03908              6.12632454444E-7   1.57991495994E-8   5.88843655356E-7   8.67752078673E-9   6.20011864209E-7   2.74104974593E-8   9.2811117102E-7    1.70964395763E-8   1.68267406107E-6   2.78964015076E-8   1.84331687951E-6   2.54663638105E-8   2.40547030499E-6   3.76638404482E-8   -99.0        -99.0         -99.0              -99.0              3.32659553294E-6   2.75751694244E-8   3.60080829173E-6   3.31646699811E-8   4.78189460666E-6   9.24900415955E-8   4.84841738708E-6   3.12589020803E-8   6.89922009844E-6   6.98985819486E-8   5.26744488332E-6   4.8514960266E-8    4.75116376378E-6   3.45702699876E-7   3.47376151973E-6   3.7753540642E-7    -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.02  
  16871   1.053                2.26360164045E-7   1.75127749231E-8   2.27614539314E-7   7.75670730857E-9   -99.0              -99.0              3.93368880673E-7   2.02891431834E-8   5.58727438994E-7   3.08764193298E-8   5.73852132675E-7   3.80546889488E-8   8.51922326429E-7   5.25715137992E-8   -99.0        -99.0         -99.0              -99.0              1.00461579028E-6   3.23849868003E-8   1.04231742939E-6   3.74403833714E-8   -99.0              -99.0              6.39734835483E-7   1.10183683395E-7   1.26940440196E-6   1.23931454085E-7   1.02706989603E-6   1.00272431279E-7   4.58352917438E-7   5.30653407978E-7   -99.0              -99.0              -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  16921   1.0759999999999998   -99.0              -99.0              -99.0              -99.0              3.8441471176E-8    8.92228765504E-9   1.10968572677E-7   5.82573245222E-9   3.67113199688E-7   6.76247504834E-9   4.14190372622E-7   3.28075750715E-8   7.90678628E-7      1.23801127908E-8   -99.0        -99.0         1.17598017407E-6   1.19142954412E-8   1.55167227391E-6   1.00040008519E-8   2.1379620895E-6    9.84567927335E-9   2.47286267819E-6   2.00427981241E-7   3.03109815358E-6   3.07091902649E-8   4.69894108605E-6   1.21180771013E-7   3.73938343643E-6   8.95465850002E-8   2.0267491521E-6    3.52807236296E-7   1.71711744324E-6   3.96962426385E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  17026   1.022                1.62181009736E-7   2.00161468406E-8   1.7848429165E-7    7.56194495487E-9   2.24078402679E-7   6.19151507604E-9   2.95392864296E-7   3.80893635307E-9   5.10975409055E-7   4.7062574391E-9    5.56672798151E-7   2.25594421659E-8   7.83429642766E-7   8.65878440085E-9   -99.0        -99.0         7.77678334456E-7   7.87895037627E-9   8.9784217091E-7    5.78860239607E-9   1.02046943194E-6   6.57920956517E-9   1.09546876733E-6   1.38228070932E-7   1.17165567391E-6   2.80575036442E-8   1.47638627775E-6   1.14223369164E-7   1.13553362784E-6   8.366920973E-8     9.1033239968E-7    3.33701955857E-7   4.64301407282E-7   3.75465636871E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  17062   1.024                1.46015849681E-8   1.49413465522E-8   4.04017335373E-8   5.43286027545E-9   1.57036280433E-8   2.09143308026E-8   9.97240711742E-8   1.12974594572E-8   3.08745047559E-7   1.87680700428E-8   3.93731353701E-7   1.7406718957E-8    6.71738128547E-7   2.41290535385E-8   -99.0        -99.0         -99.0              -99.0              1.06071814964E-6   2.14930654331E-8   1.39829884847E-6   2.57576166722E-8   1.91249364184E-6   7.92662283028E-8   2.23254386162E-6   2.87874844052E-8   3.47056354008E-6   7.03231572708E-8   2.70894382986E-6   4.7405559971E-8    2.32701937885E-6   3.32205928236E-7   2.24284881587E-6   3.63570257548E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  17064   1.04                 -99.0              -99.0              1.6611161476E-9    5.47720135181E-9   1.57325818545E-8   2.03443017069E-8   1.30376704714E-7   1.32089520969E-8   4.7119426942E-7    3.08130031791E-8   6.40914356645E-7   1.53479023724E-8   1.17057703596E-6   3.12660975052E-8   -99.0        -99.0         1.75549662962E-6   1.77855936287E-8   2.5421431362E-6    1.8731202847E-8    3.67113199688E-6   2.0287425145E-8    5.82907978867E-6   8.05317133636E-8   5.99791076256E-6   1.65728398932E-8   9.26403100736E-6   7.67923909149E-8   7.3654621147E-6    8.1406095688E-8    5.24324317246E-6   3.18727558191E-7   2.89201139622E-6   3.62255166735E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.03  
  17098   1.0490000000000002   3.90840895792E-7   1.8718843944E-8    4.17637992951E-7   8.46249374816E-9   4.44631267469E-7   5.73328743878E-9   5.16654242567E-7   3.33099300007E-9   8.49571627156E-7   3.91242192824E-9   9.29822390585E-7   1.79843594758E-8   1.24508786392E-6   8.02737811378E-9   -99.0        -99.0         1.33290746423E-6   7.36591885795E-9   1.45344967792E-6   5.35470649887E-9   1.5219486509E-6    5.6070660414E-9    1.75549662962E-6   1.26116027549E-7   1.77010895832E-6   2.60852896025E-8   2.25320133563E-6   1.20365957121E-7   1.67032122582E-6   8.76900940157E-8   1.49142012809E-6   3.43412175434E-7   6.0925625975E-7    3.8775171505E-7    -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  17185   1.038                2.40768684561E-7   1.68534676715E-8   2.26777519157E-7   6.68383404847E-9   2.53980281377E-7   5.14633864636E-9   3.2359365693E-7    3.27844849479E-9   6.03670564786E-7   3.89200796195E-9   6.89922009844E-7   1.71569246601E-8   9.17909786057E-7   7.60883540432E-9   -99.0        -99.0         1.0675789451E-6    5.89965927499E-9   1.178148406E-6     5.42557391399E-9   1.28943661996E-6   4.75046006317E-9   1.37025059712E-6   1.19894506747E-7   1.5776112697E-6    2.76076398603E-8   2.08545104769E-6   1.19087826666E-7   1.52054752973E-6   8.26280857736E-8   9.8265258283E-7    3.34870895945E-7   1.65653264932E-6   3.76853569577E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  17211   1.033                1.56314764264E-7   2.40431934734E-8   1.91955252376E-7   9.54705533709E-9   2.80543363795E-7   3.90168880318E-8   4.98425209404E-7   3.12165276344E-8   1.60398388251E-6   4.87516837799E-8   2.04173794467E-6   3.57296926995E-8   3.34502986826E-6   5.5455954554E-8    -99.0        -99.0         4.5750937733E-6    3.79243537972E-8   6.62521535903E-6   3.66122930966E-8   9.34114255736E-6   4.30175512082E-8   1.72822387295E-5   1.4325777098E-7    1.81635193118E-5   3.34584390429E-8   3.76010523668E-5   1.03895547193E-7   3.42609972488E-5   6.3111089229E-8    2.66931606362E-5   3.93364952102E-7   2.67670185563E-5   4.19106697798E-7   1.6980794E-4   1.8183247E-5   0.0010134836   2.5435022E-4   0.0024472286   1.4419138E-4   0.0093207607   4.8193699E-4   0.013039216    0.0013127451   0      0.0   
