# ID      tau_v16   tau_v50   tau_v84   age_mw16   age_mw50   age_mw84   Mstar16   Mstar50   Mstar84   SFR16_7   SFR50_7   SFR84_7   SFR16_8   SFR50_8   SFR84_8   Av        Av_std             AGNFRAC_8_1000  
  13601   1.957     1.957     2.657     8.875      8.975      8.975      11.07     11.09     11.12     1.612     1.627     1.982     1.627     1.642     1.992     1.8475    0.0372183674414    0.001041        
  13637   1.952     1.952     1.952     9.125      9.125      9.125      10.45     10.45     10.46     -0.253    -0.248    -0.238    -0.238    -0.233    -0.223    0.25      0.00503114301128   0.07305         
  13890   1.002     1.002     1.002     8.975      8.975      8.975      9.282     9.292     9.297     -0.048    -0.038    -0.033    -0.033    -0.023    -0.018    0.345     0.00952593696179   0.125           
  13903   1.097     1.097     1.097     8.775      8.775      8.775      9.372     9.382     9.392     0.497     0.507     0.512     0.437     0.447     0.457     0.785     0.0167786314996    0.03217         
  13995   0.352     0.637     2.022     8.025      8.275      8.675      8.792     8.892     8.937     0.172     0.412     0.557     0.177     0.417     0.557     0.555     0.0113045776126    0.01489         
  14098   1.597     1.632     1.732     8.425      8.575      8.625      9.477     9.502     9.512     0.672     0.727     0.862     0.682     0.732     0.862     0.665     0.0145891706413    0.00172         
  14099   0.767     1.382     3.267     8.475      8.725      8.775      9.757     9.782     9.802     0.847     0.922     1.117     0.852     0.927     1.122     0.665     0.0152124094081    0.004598        
  14222   0.787     0.827     2.527     8.725      8.975      9.075      9.097     9.157     9.227     -0.068    -0.063    0.192     -0.063    -0.058    0.197     0.4125    0.0097078627926    0.0             
  14246   3.747     4.197     4.197     8.525      8.575      8.575      10.41     10.51     10.52     1.687     1.767     1.777     1.692     1.772     1.782     3.28      0.0643931787925    6.816E-4        
  14288   0.737     0.737     1.192     8.225      8.225      9.275      9.027     9.042     9.227     0.597     0.612     0.837     0.602     0.617     0.837     0.4875    0.0139889054254    0.001398        
  14637   1.212     1.867     3.392     8.825      8.975      9.125      10.13     10.19     10.28     0.812     1.032     1.177     0.822     1.032     1.182     0.7175    0.0167158151162    0.01661         
  14650   4.037     4.037     4.037     8.875      8.875      8.875      8.952     8.952     8.952     -0.098    -0.098    -0.098    -0.093    -0.093    -0.093    0.18      0.00478778654495   0.1074          
  14773   2.772     2.772     2.772     9.275      9.275      9.275      9.597     9.597     9.597     0.727     0.727     0.727     0.732     0.732     0.732     0.95      0.0259066299429    0.0             
  14782   0.632     0.642     0.642     8.325      8.325      8.425      9.472     9.487     9.502     0.882     0.927     0.962     0.892     0.937     0.972     0.4       0.00905469353429   0.01377         
  15122   0.942     1.237     1.722     8.925      9.075      9.225      10.1      10.13     10.23     0.757     0.817     0.932     0.767     0.827     0.942     0.685     0.0155728931159    0.01055         
  15154   1.252     1.252     1.252     9.125      9.125      9.125      9.252     9.257     9.267     -1.508    -1.503    -1.493    -1.493    -1.488    -1.478    0.16      0.0033211594361    0.6266          
  15300   0.087     0.402     0.402     8.825      8.825      8.975      8.922     8.942     9.067     -0.043    0.322     0.342     -0.043    -0.013    0.007     0.1325    0.00594907345727   0.008053        
  15336   3.362     3.362     3.362     9.425      9.425      9.425      11.14     11.15     11.16     0.447     0.457     0.462     0.457     0.467     0.472     2.5525    0.0473983385785    6.792E-5        
  15585   0.552     0.552     0.927     8.125      8.975      8.975      8.982     9.132     9.142     -0.253    -0.248    0.662     0.667     0.697     0.702     0.9325    0.0186572532812    0.01979         
  15704   1.187     1.187     1.562     7.775      8.025      8.325      9.112     9.117     9.252     0.712     0.947     1.117     0.717     0.862     1.127     0.725     0.0174244619716    9.397E-4        
  15746   0.002     0.002     0.002     7.075      7.075      7.075      7.002     7.002     7.002     -2.998    -2.998    -2.998    -2.998    -2.998    -2.998    0.0175    0.00133506554146   0.08001         
  15753   0.702     0.702     0.782     8.825      9.125      9.125      9.492     9.642     9.652     0.267     0.282     0.437     0.272     0.287     0.447     0.085     0.00457749658656   0.01488         
  15775   2.212     2.337     3.082     8.925      9.075      9.175      10.56     10.58     10.69     1.232     1.332     1.352     1.237     1.337     1.357     1.445     0.0313075593907    0.002066        
  15870   0.542     0.662     0.662     8.525      8.525      8.625      9.472     9.482     9.567     0.707     0.732     0.747     0.722     0.742     0.757     0.2025    0.00688562814854   0.02961         
  15924   0.512     1.252     1.777     7.775      7.925      8.675      9.222     9.277     9.497     0.822     1.102     1.282     0.827     1.112     1.282     0.8575    0.0214498688807    0.006695        
  15959   0.502     2.312     2.312     8.625      8.625      8.975      9.517     9.537     9.682     0.377     0.747     0.767     0.387     0.752     0.767     0.495     0.0135492389085    0.01076         
  15967   3.192     3.422     3.422     9.125      9.125      9.125      10.33     10.35     10.36     0.022     0.037     0.552     0.022     0.037     0.577     1.7375    0.032161674008     0.006926        
  15988   1.082     1.332     1.767     8.875      9.125      9.175      9.722     9.787     9.812     0.367     0.437     0.657     0.367     0.442     0.657     0.3875    0.00957766150999   0.02016         
  15991   0.922     0.922     1.672     8.675      8.925      8.925      8.947     9.087     9.092     -0.323    -0.183    -0.178    -0.313    -0.178    -0.173    0.29      0.00684028325437   0.244           
  16048   0.417     1.527     1.802     8.675      8.675      9.125      9.832     9.847     9.962     -0.373    0.497     0.517     -0.358    0.512     0.527     0.57      0.0127677327666    0.02219         
  16049   3.357     3.772     3.772     8.575      8.575      8.575      10.2      10.21     10.24     1.352     1.367     1.382     1.377     1.387     1.407     1.195     0.026091892898     0.01228         
  16123   1.182     1.857     4.142     8.625      8.725      8.775      9.547     9.567     9.597     0.407     0.527     0.722     0.422     0.542     0.732     1.015     0.0210608024538    0.004916        
  16236   0.722     0.732     2.032     8.075      8.375      8.425      9.367     9.427     9.452     0.602     0.842     1.122     0.617     0.852     1.127     0.665     0.0129883640232    0.004102        
  16275   0.277     0.637     1.057     8.275      8.725      9.275      9.097     9.117     9.162     0.292     0.632     0.752     0.297     0.637     0.752     0.555     0.0112874388149    0.0             
  16336   4.222     4.222     4.222     9.325      9.325      9.325      10.82     10.83     10.83     -0.113    -0.108    -0.103    -0.098    -0.093    -0.088    0.555     0.0105545203586    0.00249         
  16360   4.222     4.222     4.222     9.325      9.325      9.325      10.42     10.43     10.43     -0.518    -0.508    -0.503    -0.503    -0.493    -0.488    0.555     0.0105895420109    0.002591        
  16435   1.852     1.957     2.162     8.925      9.125      9.275      10.72     10.73     10.81     0.967     1.032     1.047     0.977     1.032     1.047     1.095     0.0236252513214    0.01969         
  16440   3.282     3.707     3.722     8.725      8.875      8.875      10.84     10.89     10.91     1.522     1.732     1.912     1.847     1.947     2.092     2.18625   0.0416095767222    0.001214        
  16455   0.747     0.747     1.577     8.725      8.725      8.725      10.32     10.35     10.37     1.427     1.442     1.532     1.432     1.452     1.547     0.51      0.0114689799023    0.01158         
  16514   2.262     2.262     2.262     8.925      8.925      8.925      10.68     10.69     10.7      0.607     0.617     0.622     0.607     0.617     0.622     1.1175    0.0209682116548    7.509E-4        
  16697   1.027     1.027     2.067     8.375      8.725      8.775      9.702     9.767     9.792     0.827     0.852     1.142     0.837     0.862     1.152     1.1325    0.0250411780873    0.003357        
  16714   1.017     1.167     2.677     8.875      8.975      9.025      9.712     9.757     9.777     0.482     0.507     0.577     0.497     0.547     0.602     1.225     0.0239458242706    0.002798        
  16854   1.597     1.727     3.957     8.575      8.675      8.675      9.642     9.657     9.677     0.712     0.742     0.902     0.722     0.752     0.912     0.7975    0.0170571421991    0.006749        
  16871   0.817     0.862     1.302     8.125      8.425      8.475      8.692     8.862     8.872     0.172     0.237     0.352     0.177     0.247     0.362     0.45      0.0111203091234    0.0             
  16921   1.082     1.312     1.312     9.375      9.375      9.375      9.802     9.877     9.892     -1.033    -1.018    -0.763    -1.018    -1.003    -0.753    0.2       0.00413181255625   0.0452          
  17026   4.667     5.152     5.152     8.275      8.375      8.375      8.962     9.002     9.017     0.432     0.432     0.517     0.432     0.432     0.522     0.8625    0.0162385344166    0.0             
  17062   1.272     1.272     3.887     9.425      9.425      9.475      9.682     9.692     9.747     -1.448    -1.438    -1.028    -1.428    -1.418    -1.013    0.085     0.00210077961719   0.5419          
  17064   3.552     3.552     3.552     9.325      9.325      9.325      10.41     10.42     10.43     -0.688    -0.683    -0.673    -0.668    -0.663    -0.653    2.035     0.0375754637363    0.005378        
  17098   1.942     1.942     1.942     9.275      9.275      9.275      9.322     9.327     9.332     -0.968    -0.963    -0.958    0.667     0.672     0.677     0.1775    0.00358904931702   0.0             
  17185   1.507     1.507     1.992     8.525      8.525      8.725      9.117     9.122     9.177     0.242     0.392     0.397     0.252     0.402     0.407     0.5775    0.014159162228     0.09134         
  17211   3.452     3.452     4.192     8.625      8.625      9.075      10.76     10.78     10.84     1.452     1.817     1.947     1.472     1.937     1.957     2.815     0.0559875457133    5.182E-4        
  17214   1.647     2.027     4.047     9.025      9.075      9.225      10.14     10.16     10.25     0.607     0.807     0.862     0.622     0.817     0.867     0.9925    0.0218945946526    0.0107          
  17225   0.952     0.952     0.952     8.525      8.525      8.525      9.087     9.107     9.107     0.352     0.367     0.372     0.367     0.382     0.387     0.27      0.00744897811784   0.01264         
  17233   1.777     1.777     1.777     7.775      7.775      7.775      9.192     9.192     9.192     1.197     1.197     1.197     1.197     1.197     1.197     0.8575    0.0214237741773    4.17E-4         
  17245   2.982     3.002     3.347     8.975      9.175      9.225      10.4      10.43     10.56     0.767     1.002     1.077     0.772     1.002     1.087     2.095     0.0407678706214    0.005551        
  17254   0.587     0.617     0.957     9.125      9.325      9.375      9.477     9.567     9.612     0.037     0.057     0.112     0.042     0.062     0.117     0.1925    0.00539059134047   0.03984         
  17265   1.187     1.727     4.432     8.375      8.525      8.625      9.782     9.797     9.822     1.027     1.097     1.247     1.027     1.097     1.252     0.5475    0.0136441150318    0.008431        
  17376   1.392     1.892     3.422     8.325      8.425      8.725      10.03     10.07     10.11     1.162     1.437     1.517     1.177     1.447     1.517     0.8675    0.0197412885851    0.005042        
  17418   0.002     0.002     0.002     7.075      7.075      7.075      7.002     7.002     7.002     -2.998    -2.998    -2.998    -2.998    -2.998    -2.998    2.5625    0.0515931439244    0.01828         
  17422   0.417     1.067     1.067     7.975      7.975      8.225      9.062     9.082     9.102     0.717     0.897     0.922     0.717     0.897     0.922     0.445     0.0113114057482    0.01673         
  17433   1.167     1.167     1.167     9.475      9.475      9.475      11.2      11.2      11.21     0.237     0.242     0.247     0.252     0.257     0.262     2.535     0.047474624801     0.0             
  17474   0.607     0.937     0.982     8.475      8.475      8.675      9.357     9.382     9.472     -0.063    0.657     0.707     0.622     0.677     0.742     0.6025    0.0132369218476    0.001772        
  17652   0.372     0.372     0.372     8.275      8.275      8.275      9.432     9.447     9.457     0.962     0.977     0.987     0.967     0.982     0.997     0.1925    0.00542044970459   0.0205          
  17843   1.042     1.587     1.587     8.275      8.275      8.675      9.512     9.522     9.612     0.777     1.027     1.037     0.777     1.037     1.047     0.535     0.01333266665      4.511E-4        
  18048   3.547     3.547     3.547     9.325      9.325      9.325      10.68     10.69     10.7      -0.378    -0.368    -0.363    -0.363    -0.353    -0.348    0.9675    0.0180661084631    0.0             
  18130   0.002     0.002     0.002     7.075      7.075      7.075      7.002     7.002     7.002     -2.998    -2.998    -2.998    -2.998    -2.998    -2.998    0.8875    0.0164677343615    0.0             
  18132   1.702     1.922     2.852     8.725      8.875      8.925      10.14     10.18     10.22     0.122     0.247     1.257     0.272     1.167     1.262     1.3625    0.0250755234242    0.02854         
  18146   0.697     0.697     5.077     8.075      8.625      8.625      8.917     8.967     8.982     0.142     0.157     0.632     0.152     0.167     0.642     1.03      0.0188291237183    0.0             
  18160   2.842     3.397     3.777     9.025      9.225      9.325      11.04     11.11     11.15     1.487     1.522     1.737     1.497     1.537     1.747     1.69      0.0352724694344    1.237E-4        
  18326   0.772     1.602     3.847     8.875      9.075      9.175      10.44     10.48     10.58     0.632     1.157     1.332     0.637     1.167     1.357     0.7775    0.016853292705     0.01397         
  18375   0.892     0.892     0.892     7.975      7.975      7.975      8.692     8.697     8.707     0.522     0.527     0.537     0.532     0.537     0.547     0.235     0.00833585028656   0.04996         
  18380   1.267     1.267     3.422     8.425      8.625      8.625      9.527     9.537     9.547     0.712     0.727     0.892     0.727     0.742     0.907     0.58      0.0138076935076    0.05508         
  18405   0.282     1.257     1.942     8.525      8.675      9.275      9.017     9.092     9.202     -1.093    -0.053    0.242     -0.043    0.242     0.547     0.14      0.00320622831377   0.04121         
  18413   0.292     1.217     1.217     8.225      8.275      8.575      8.752     8.802     8.897     0.157     0.332     0.357     0.162     0.332     0.357     0.2775    0.00857018669575   0.008982        
  18443   0.027     0.027     0.027     8.925      8.925      8.925      9.307     9.312     9.317     -0.218    -0.213    -0.208    -0.208    -0.203    -0.198    0.015     8.86834257344E-4   0.8933          
  18572   0.352     1.282     4.432     7.975      8.275      8.725      8.732     8.792     8.972     0.052     0.387     0.582     0.052     0.397     0.587     0.6075    0.0140988474706    0.006139        
  18619   1.572     3.467     3.467     8.975      9.075      9.075      9.727     9.782     9.792     0.357     0.387     0.402     0.362     0.392     0.407     1.18125   0.024493269994     0.008212        
  18661   2.247     4.102     4.102     9.125      9.175      9.225      10.31     10.37     10.38     0.742     0.992     1.002     0.747     0.997     1.007     1.475     0.0315241252852    0.01948         
  18715   1.797     1.797     1.797     9.425      9.425      9.425      10.55     10.56     10.56     0.887     0.892     0.892     0.892     0.897     0.897     1.2475    0.0249475344473    0.0             
  18732   1.537     1.537     1.537     8.775      8.775      8.775      9.307     9.317     9.322     0.052     0.062     0.067     0.057     0.067     0.072     0.1875    0.0069343546924    0.1188          
  18767   0.322     2.402     2.402     9.125      9.125      9.325      10.09     10.14     10.14     -0.978    -0.113    -0.113    -0.958    -0.113    -0.113    1.05125   0.0200488303898    0.0             
  18821   2.592     2.592     3.157     8.775      8.775      8.825      10.76     10.78     10.82     1.607     1.622     1.647     1.612     1.627     1.652     1.86      0.0378254001962    0.005297        
  18908   0.672     1.832     3.842     8.675      8.725      9.125      9.617     9.687     9.792     0.437     0.662     0.827     0.447     0.667     0.827     0.715     0.0156522011232    0.0             
  18941   1.412     1.412     1.412     9.375      9.375      9.375      10.39     10.4      10.4      -1.183    -1.178    -1.173    -1.168    -1.163    -1.158    0.8325    0.0154069554098    0.002402        
  18946   1.487     1.767     1.767     8.675      9.025      9.025      9.237     9.322     9.327     0.142     0.152     0.352     0.152     0.157     0.367     0.51      0.0120767741968    0.0             
  19133   2.987     2.987     2.987     8.325      8.325      8.325      8.922     8.927     8.932     0.412     0.417     0.422     0.412     0.417     0.422     0.42      0.0102595455552    0.04189         
  19136   0.782     0.797     4.482     8.675      8.825      8.925      9.807     9.837     9.902     0.767     0.797     1.007     0.777     0.802     1.012     0.2275    0.0074871489901    0.01412         
  19176   0.407     0.407     0.407     8.675      8.675      8.675      9.127     9.137     9.142     0.227     0.242     0.247     0.232     0.247     0.252     0.2125    0.00583582684801   0.08421         
  19202   1.527     2.577     3.857     8.575      8.775      8.875      9.117     9.147     9.177     0.012     0.177     0.362     0.027     0.187     0.372     0.76      0.0163828996213    0.04856         
  19422   2.277     2.587     3.852     8.825      9.025      9.175      10.37     10.44     10.47     1.007     1.142     1.262     1.012     1.147     1.267     1.875     0.0375021319394    0.001927        
  19508   4.897     4.897     4.897     8.525      8.525      8.525      10.67     10.67     10.67     1.987     1.987     1.987     1.987     1.987     1.987     3.97      0.0779505137892    0.0             
  19633   1.142     1.257     2.747     8.575      8.825      8.975      9.942     9.992     10.07     0.847     0.907     1.162     0.852     0.917     1.162     0.9675    0.0216332128913    0.01114         
  20066   0.237     0.237     0.237     8.575      8.575      8.575      9.252     9.252     9.252     0.467     0.467     0.467     0.477     0.477     0.477     0.1025    0.00269473560855   0.0             
  20168   0.892     2.132     3.677     8.525      8.625      8.825      9.942     9.967     9.997     0.947     1.147     1.197     0.957     1.157     1.207     0.1225    0.00670928274855   0.03165         
  20261   1.192     1.192     2.432     8.875      9.025      9.025      9.592     9.612     9.627     0.442     0.462     0.872     0.447     0.467     0.872     0.2375    0.00784129453598   0.007851        
  20344   0.957     1.542     3.392     8.625      8.725      8.825      9.617     9.632     9.717     0.232     0.712     0.797     0.727     0.807     0.972     0.345     0.00911462560943   0.007049        
  20539   1.187     1.227     3.577     8.425      8.525      8.625      9.427     9.457     9.472     0.677     0.692     0.817     0.682     0.697     0.822     0.6225    0.0136239595933    0.005418        
  20627   0.702     0.957     1.322     8.625      8.625      8.725      9.477     9.497     9.592     0.632     0.652     0.807     0.642     0.662     0.812     0.3975    0.00939357626253   0.006757        
  20639   2.342     3.212     3.487     8.925      8.975      9.175      10.6      10.64     10.67     1.332     1.392     1.497     1.332     1.402     1.502     1.975     0.0402930747772    0.001709        
  20663   1.282     1.282     1.637     8.425      8.425      8.525      9.022     9.027     9.052     0.367     0.372     0.382     0.377     0.387     0.397     0.77      0.0177046399286    5.408E-4        
  20860   1.752     2.077     2.077     8.675      8.675      8.875      8.907     8.947     8.957     0.127     0.137     0.822     0.127     0.137     0.602     1.005     0.0240327791776    0.0             
  21038   1.872     3.102     3.717     8.775      8.875      9.175      10.35     10.38     10.44     1.057     1.217     1.267     0.982     1.222     1.267     1.3475    0.0287808421524    0.0032          
  21174   1.237     1.257     1.257     8.975      9.075      9.275      9.447     9.522     9.647     0.082     0.122     0.252     0.082     0.122     0.257     0.3525    0.0103832497321    0.0151          
  21201   0.532     0.532     3.247     9.075      9.075      9.125      9.172     9.227     9.242     -0.258    -0.178    -0.163    -0.248    -0.168    -0.153    0.4       0.00857108365377   0.009239        
  21226   1.197     1.687     1.802     8.825      8.925      9.025      9.402     9.427     9.447     0.167     0.292     0.362     0.177     0.297     0.367     0.72      0.0159662730466    0.00684         
  21315   0.097     0.097     1.377     8.225      8.325      8.325      8.772     8.777     8.807     -0.858    -0.848    0.337     0.332     0.797     0.802     0.065     0.00152852870434   0.9725          
  21329   3.427     3.687     4.272     8.575      8.575      8.575      9.892     9.907     9.917     0.427     0.452     0.507     0.447     0.472     0.512     1.8575    0.0351323269938    0.01395         
  21379   0.167     0.167     0.167     8.375      8.375      8.375      9.507     9.517     9.522     0.937     0.947     0.952     0.942     0.952     0.957     0.09      0.00274103538832   0.06616         
  21708   3.962     3.962     3.962     8.775      8.775      8.775      10.73     10.73     10.73     1.782     1.782     1.782     1.782     1.782     1.782     2.8075    0.0536958182729    2.677E-4        
  21772   1.717     1.717     1.717     9.325      9.325      9.325      10.78     10.79     10.79     -0.448    -0.443    -0.443    -0.433    -0.428    -0.428    1.0475    0.0195023870334    0.0             
  21894   3.862     3.862     3.862     9.125      9.125      9.125      10.49     10.49     10.49     -0.278    -0.278    -0.278    -0.273    -0.273    -0.273    2.1275    0.0392439584522    0.0             
  21926   2.107     2.107     2.107     9.175      9.175      9.175      10.9      10.9      10.91     0.337     0.337     0.347     0.352     0.352     0.362     1.0925    0.0205723503762    0.0             
  21963   0.842     3.267     4.082     8.475      8.725      8.875      9.277     9.292     9.332     0.262     0.402     0.627     0.272     0.412     0.627     0.665     0.0152130700386    0.002812        
  21971   1.392     1.392     1.392     9.225      9.225      9.225      9.262     9.267     9.277     -1.398    -1.393    -1.383    -1.393    -1.388    -1.378    0.6325    0.0117251556493    0.0             
  22002   4.062     4.062     4.062     9.475      9.475      9.475      11.38     11.38     11.38     -0.163    -0.163    -0.158    -0.143    -0.143    -0.138    0.99      0.0183634276485    7.137E-4        
  22059   2.512     2.587     3.537     9.225      9.275      9.475      10.77     10.86     10.9      0.302     0.687     0.812     0.312     0.697     0.817     1.7025    0.0329064777058    0.01811         
  22173   0.137     0.217     0.342     9.275      9.375      9.475      10.05     10.13     10.23     0.212     0.382     0.567     0.227     0.392     0.567     0.0925    0.00439904535098   0.3722          
  22279   3.342     3.382     3.382     8.875      8.875      9.075      10.5      10.51     10.52     0.652     1.477     1.477     0.662     1.477     1.477     1.935     0.038064518912     0.0             
  22312   0.267     0.267     0.267     7.875      7.875      7.875      8.292     8.302     8.312     0.222     0.232     0.242     0.232     0.242     0.252     0.145     0.00413901860349   0.008884        
  22343   0.967     1.222     2.382     9.175      9.175      9.275      9.932     9.947     10.04     0.327     0.492     0.547     0.332     0.502     0.552     0.3475    0.00935923474436   0.02603         
  22371   2.097     3.022     3.882     8.625      8.775      8.925      10.82     10.87     10.9      1.767     1.867     2.037     1.777     1.902     2.047     2.24625   0.0450527191188    0.001247        
  22385   2.172     3.207     4.187     8.625      8.725      8.875      10.13     10.14     10.16     1.147     1.227     1.282     1.152     1.232     1.297     0.9625    0.0218331994907    0.004569        
  22456   2.302     2.722     3.977     8.975      9.075      9.225      10.54     10.57     10.6      1.082     1.172     1.372     1.097     1.222     1.407     1.9875    0.0411667049932    0.006469        
  22632   1.217     1.217     1.217     7.925      7.925      7.925      8.827     8.832     8.842     0.707     0.717     0.722     0.717     0.727     0.732     1.02      0.0207759109307    0.01668         
  22697   1.027     1.532     2.792     8.825      8.825      8.975      9.112     9.137     9.157     0.007     0.082     0.132     0.012     0.087     0.132     0.7575    0.0154487952605    0.002177        
  22727   0.797     0.797     0.797     9.025      9.025      9.025      9.077     9.077     9.077     -0.093    -0.093    -0.093    -0.088    -0.088    -0.088    0.145     0.00434702196912   0.0             
  22795   4.612     4.612     4.612     9.025      9.025      9.025      10.21     10.21     10.21     0.012     0.012     0.017     0.012     0.012     0.017     2.1625    0.0405498150427    6.682E-5        
  22804   0.307     0.557     1.372     8.525      8.725      8.775      9.202     9.267     9.327     0.217     0.427     0.487     0.232     0.427     0.492     0.42      0.00883748267325   0.0             
  22833   1.277     1.602     1.772     8.875      9.075      9.325      9.512     9.547     9.647     -1.288    -0.463    0.417     -1.278    -0.458    0.422     0.38      0.00709243258692   0.07781         
  22834   3.277     3.632     3.632     8.725      8.775      8.775      10.6      10.65     10.65     0.597     0.642     0.642     0.602     1.782     1.782     2.0075    0.0371153132144    0.0             
  22847   2.027     2.027     2.027     9.275      9.275      9.275      10.29     10.32     10.33     -0.328    -0.318    -0.308    -0.318    -0.308    -0.298    0.4775    0.00942076960763   0.005088        
  22857   0.697     0.887     1.817     8.925      9.025      9.125      9.917     9.957     10.01     0.527     0.647     0.737     0.537     0.647     0.747     0.0925    0.0055956478624    0.06454         
  22919   4.352     4.352     4.352     8.925      8.925      8.925      10.75     10.75     10.75     0.362     0.362     0.362     0.372     0.372     0.372     2.4525    0.0455627531543    0.0             
  23053   0.842     1.392     3.237     8.325      8.525      8.725      9.942     9.992     10.04     1.097     1.282     1.447     1.102     1.292     1.452     0.415     0.00979481878342   0.008272        
  23086   1.307     1.307     1.307     9.425      9.425      9.425      9.407     9.432     9.442     0.647     0.662     0.672     0.647     0.662     0.672     0.715     0.0199616407141    4.793E-4        
  23156   0.527     0.527     0.527     9.125      9.125      9.125      9.432     9.432     9.437     0.032     0.032     0.037     0.032     0.032     0.037     0.0625    0.00226673774398   0.0             
  23250   1.217     2.457     5.697     9.025      9.275      9.275      9.687     9.787     9.802     -0.118    0.287     0.342     -0.108    0.287     0.347     1.06      0.0246393912262    0.0214          
  23316   1.947     3.037     4.542     8.975      9.025      9.225      10.1      10.11     10.18     -0.103    -0.058    0.537     -0.098    -0.053    0.537     1.4775    0.0275725746894    0.008468        
  23351   0.222     0.222     0.222     9.425      9.425      9.425      9.652     9.657     9.662     -0.503    -0.498    -0.493    -0.493    -0.488    -0.483    0.0425    0.00138025359989   0.4269          
  23441   2.432     2.817     3.332     8.825      9.075      9.275      10.3      10.33     10.39     0.887     0.922     1.172     0.907     0.942     1.092     1.73      0.0344632917029    0.005033        
  23451   0.427     0.942     0.942     8.825      8.825      9.025      9.267     9.287     9.382     0.227     0.292     0.307     0.227     0.292     0.307     0.155     0.00659715847922   0.03463         
  23491   0.677     0.677     0.677     9.375      9.375      9.375      9.807     9.812     9.817     -0.748    -0.743    -0.738    -0.738    -0.733    -0.728    0.425     0.00799938122607   0.001688        
  23570   2.712     2.712     2.712     9.125      9.125      9.125      9.382     9.387     9.392     -0.073    -0.063    -0.048    0.782     0.792     0.802     0.5975    0.0110697786789    0.005614        
  23579   2.477     2.477     2.477     8.925      8.925      8.925      10.46     10.46     10.46     0.252     0.252     0.252     0.262     0.262     0.262     2.175     0.0401672752374    0.0             
  23685   0.357     1.237     3.147     8.275      8.575      8.625      9.297     9.437     9.472     0.662     0.687     0.832     0.667     0.687     0.837     0.2175    0.00603135764153   0.003278        
  23720   0.977     1.127     1.127     8.675      8.675      8.675      8.992     8.997     9.012     -0.113    -0.103    0.077     0.127     0.182     0.187     0.195     0.00589617672734   0.003672        
  23761   2.072     2.072     3.957     8.925      9.425      9.425      10.58     10.78     10.79     0.267     0.282     0.977     0.282     0.297     0.987     1.7675    0.0352999925637    1.159E-4        
  23795   0.662     1.447     1.447     9.275      9.475      9.475      10.46     10.71     10.73     -0.168    0.162     0.177     -0.158    0.172     0.187     0.8425    0.0159326269021    0.006035        
  23817   0.722     0.927     4.272     8.125      8.175      8.175      8.972     9.017     9.032     0.642     0.667     0.687     0.642     0.667     0.687     0.5225    0.00952226207369   0.002995        
  23844   0.072     1.092     1.092     8.475      8.475      9.025      9.407     9.412     9.662     0.292     0.687     0.692     0.302     0.702     0.707     0.1975    0.00740413904516   0.0             
  23851   0.482     0.482     0.482     8.375      8.375      8.375      8.752     8.757     8.767     0.212     0.217     0.222     0.217     0.222     0.227     0.18      0.00568330889535   0.02275         
  23855   1.947     2.117     3.382     8.825      8.875      9.075      10.04     10.06     10.09     0.797     0.877     0.957     0.807     0.877     0.967     2.395     0.0459212943524    0.0071          
  23882   1.282     3.087     3.087     9.025      9.075      9.325      9.452     9.477     9.687     -0.528    -0.503    0.212     -0.523    -0.498    0.217     0.365     0.00841052168418   0.05519         
  23903   0.272     0.272     0.272     8.375      8.375      8.375      8.922     8.927     8.932     0.322     0.327     0.332     0.332     0.337     0.342     0.0675    0.00317175030543   0.1602          
  23927   2.042     2.307     4.137     9.075      9.275      9.425      10.14     10.34     10.46     -0.143    -0.118    0.662     -0.128    -0.103    0.677     1.1425    0.02124914763      0.02123         
  23941   0.917     1.067     1.067     8.225      8.225      8.575      8.977     8.987     9.067     0.317     0.527     0.542     0.322     0.542     0.557     0.385     0.00988907983586   0.01106         
  24066   0.407     0.407     0.407     8.325      8.325      8.325      8.837     8.847     8.857     0.302     0.312     0.322     0.312     0.322     0.332     0.1775    0.00442769409512   0.01175         
  24130   0.752     1.102     1.747     9.175      9.375      9.425      10.68     10.88     10.93     -0.103    0.302     0.417     -0.088    0.312     0.422     0.47875   0.00902595701297   0.02224         
  24144   1.127     1.127     2.757     8.525      8.825      8.825      9.167     9.182     9.207     0.157     0.172     0.377     0.162     0.177     0.387     0.2175    0.00662354889768   0.01104         
  24185   0.717     1.377     2.487     9.025      9.125      9.275      10.27     10.32     10.37     0.817     0.927     1.027     0.827     0.932     1.017     0.3725    0.0105040694495    0.03246         
  24257   0.617     0.942     2.072     8.525      8.825      9.075      9.497     9.542     9.657     0.522     0.572     0.807     0.557     0.587     0.807     0.5125    0.0132279212275    0.005131        
  24313   1.157     1.157     1.157     8.675      8.675      8.675      9.707     9.707     9.717     -0.268    -0.268    -0.258    -0.258    -0.258    -0.248    0.0675    0.00170293863659   0.0             
  24316   1.627     3.067     3.177     8.725      8.825      8.975      10.27     10.29     10.31     1.062     1.292     1.377     1.072     1.297     1.382     0.9975    0.0213794732161    0.006285        
  24336   2.602     2.602     2.602     9.275      9.275      9.275      9.077     9.077     9.087     -1.028    -1.028    -1.018    -1.023    -1.023    -1.013    0.115     0.00263853652618   0.0             
  24348   2.662     2.662     2.662     9.375      9.375      9.375      11.06     11.06     11.07     -0.248    -0.248    -0.243    -0.228    -0.228    -0.223    1.095     0.0203759533519    4.423E-4        
