#ID     Ln(Age/yr)    sigma(Ln(Age/yr))  Ln(StM/MSun)  sigma(Ln(StM/MSun))   EBV    sigma(EBV)    ln(tau)   sigma(ln(tau))    SFR    sigma(SFR)    BF_Chi2     Quality(1=best)
 1	0.224130E+02 	 0.104369E+01 	 0.228320E+02 	 0.480082E+00 	 0.326050E+00 	 0.619669E-01  	 0.137320E+01 	 0.105917E+01  	  0.311750E+01   	   0.527593E+01   	9.50      	1
2	0.181900E+02 	 0.169874E+00 	 0.204870E+02 	 0.945607E-01 	 0.345980E+00 	 0.975028E-02  	 -0.212090E+01 	 0.582581E+00  	  0.191640E+02   	   0.166357E+01   	131.51    	1
3	0.193410E+02 	 0.466996E+00 	 0.230160E+02 	 0.148443E+00 	 0.316130E+00 	 0.168931E-01  	 -0.224590E+01 	 0.116436E+01  	  0.416610E+02   	   0.685624E+01   	64.41     	1
4	0.193850E+02 	 0.351020E+00 	 0.227340E+02 	 0.119488E+00 	 0.294840E+00 	 0.174573E-01  	 -0.213910E+01 	 0.900337E+00  	  0.325010E+02   	   0.488465E+01   	21.85     	1
5	0.202700E+02 	 0.411068E+00 	 0.246040E+02 	 0.118465E+00 	 0.461060E+00 	 0.187291E-01  	 -0.115630E+01 	 0.756844E+00  	  0.101360E+03   	   0.170183E+02   	18.42     	1
6	0.192920E+02 	 0.581961E+00 	 0.211690E+02 	 0.239986E+00 	 0.282350E+00 	 0.283093E-01  	 -0.221090E+01 	 0.110915E+01  	  0.752330E+01   	   0.174841E+01   	3.80      	1
7	0.210180E+02 	 0.506783E+00 	 0.210750E+02 	 0.185112E+00 	 0.970430E-01 	 0.412638E-01  	 -0.481990E+00 	 0.843328E+00  	  0.140040E+01   	   0.477287E+00   	9.02      	1
8	0.198600E+02 	 0.215208E+00 	 0.217950E+02 	 0.698720E-01 	 0.148710E+00 	 0.235897E-01  	 -0.211990E+01 	 0.239000E+00  	  0.433790E+01   	   0.932803E+00   	26.44     	2
9	0.217840E+02 	 0.359314E+00 	 0.214410E+02 	 0.173071E+00 	 0.499980E-01 	 0.317751E-01  	 0.296600E+00 	 0.544748E+00  	  0.997260E+00   	   0.357098E+00   	7.72      	1
10	0.195960E+02 	 0.397184E+00 	 0.228390E+02 	 0.114120E+00 	 0.531900E+00 	 0.189338E-01  	 -0.213590E+01 	 0.747593E+00  	  0.233530E+02   	   0.416004E+01   	18.15     	1
11	0.196200E+02 	 0.336528E+00 	 0.226380E+02 	 0.971027E-01 	 0.248680E+00 	 0.169311E-01  	 -0.215230E+01 	 0.528325E+00  	  0.176640E+02   	   0.292161E+01   	8.50      	2
12	0.204680E+02 	 0.456887E+00 	 0.229740E+02 	 0.136719E+00 	 0.275740E+00 	 0.236258E-01  	 -0.114840E+01 	 0.612234E+00  	  0.136790E+02   	   0.321530E+01   	25.95     	2
13	0.201040E+02 	 0.350982E+00 	 0.213760E+02 	 0.109408E+00 	 0.949760E-01 	 0.220923E-01  	 -0.154120E+01 	 0.499981E+00  	  0.376040E+01   	   0.724821E+00   	12.25     	1
14	0.209080E+02 	 0.162501E+00 	 0.217360E+02 	 0.427185E-01 	 0.798830E-01 	 0.380887E-01  	 -0.150890E+01 	 0.201868E+00  	  0.491290E+00   	   0.176354E+00   	12.29     	1
15	0.220060E+02 	 0.298354E+00 	 0.238520E+02 	 0.138006E+00 	 0.427220E+00 	 0.250338E-01  	 0.160000E+01 	 0.384189E+00  	  0.160050E+02   	   0.361265E+01   	26.19     	1
16	0.206090E+02 	 0.152527E+00 	 0.231390E+02 	 0.344506E-01 	 0.184380E+00 	 0.289292E-01  	 -0.215820E+01 	 0.604314E-01  	  0.533220E+00   	   0.525091E+00   	6.62      	1
17	0.195350E+02 	 0.383233E+00 	 0.224580E+02 	 0.106362E+00 	 0.387490E+00 	 0.161986E-01  	 -0.216740E+01 	 0.843908E+00  	  0.175290E+02   	   0.285102E+01   	29.05     	1
18	0.202330E+02 	 0.471354E-01 	 0.253960E+02 	 0.183656E-01 	 0.243790E+00 	 0.104496E-01  	 -0.211840E+01 	 0.380513E-01  	  0.444800E+02   	   0.942305E+01   	48.56     	2
19	0.196990E+02 	 0.285770E+00 	 0.208080E+02 	 0.950330E-01 	 0.810550E-01 	 0.260884E-01  	 -0.213250E+01 	 0.399959E+00  	  0.241930E+01   	   0.518602E+00   	14.02     	1
20	0.192860E+02 	 0.474704E+00 	 0.201720E+02 	 0.240938E+00 	 0.150890E+00 	 0.206022E-01  	 -0.940300E+00 	 0.109106E+01  	  0.518810E+01   	   0.126930E+01   	17.47     	1
21	0.203740E+02 	 0.389105E+00 	 0.212700E+02 	 0.116150E+00 	 0.115180E+00 	 0.234430E-01  	 -0.126730E+01 	 0.802865E+00  	  0.260990E+01   	   0.617064E+00   	14.89     	1
22	0.197140E+02 	 0.203014E+00 	 0.227490E+02 	 0.706027E-01 	 0.245650E+00 	 0.131948E-01  	 -0.192120E+01 	 0.294028E+00  	  0.216260E+02   	   0.341317E+01   	21.66     	1
23	0.198870E+02 	 0.536157E-01 	 0.235740E+02 	 0.315351E-01 	 0.449790E+00 	 0.107754E-01  	 -0.215770E+01 	 0.536400E-01  	  0.219630E+02   	   0.478532E+01   	19.63     	1
24	0.199300E+02 	 0.210064E+00 	 0.217730E+02 	 0.678391E-01 	 0.216460E+00 	 0.209374E-01  	 -0.219770E+01 	 0.249221E+00  	  0.289000E+01   	   0.828493E+00   	12.50     	2
25	0.208150E+02 	 0.532389E+00 	 0.209240E+02 	 0.199324E+00 	 0.172690E+00 	 0.274646E-01  	 0.125390E+01 	 0.102365E+01  	  0.295200E+01   	   0.808141E+00   	11.46     	1
26	0.172340E+02 	 0.439730E+00 	 0.210040E+02 	 0.211221E+00 	 0.434370E+00 	 0.174714E-01  	 -0.223110E+01 	 0.113608E+01  	  0.881730E+02   	   0.122108E+02   	83.27     	1
27	0.202140E+02 	 0.240923E+00 	 0.220740E+02 	 0.793902E-01 	 0.253730E+00 	 0.220816E-01  	 -0.186000E+01 	 0.299667E+00  	  0.336800E+01   	   0.125299E+01   	13.19     	2
28	0.195500E+02 	 0.613025E+00 	 0.204040E+02 	 0.312110E+00 	 0.132790E+00 	 0.376233E-01  	 -0.217310E+01 	 0.109865E+01  	  0.215290E+01   	   0.168450E+01   	11.81     	1
NA    NA      NA     NA     NA      NA     NA     NA    NA    NA   NA   NA   3
 30	0.196300E+02 	 0.537746E+00 	 0.207030E+02 	 0.282048E+00 	 0.184190E+00 	 0.225560E-01  	 0.136700E+01 	 0.108615E+01  	  0.760340E+01   	   0.247468E+01   	12.12     	1
31	0.196530E+02 	 0.116003E+00 	 0.209630E+02 	 0.653686E-01 	 0.149960E+00 	 0.279192E-01  	 -0.212150E+01 	 0.937929E-01  	  0.320830E+01   	   0.699484E+00   	80.85     	1
32	0.195790E+02 	 0.257144E+00 	 0.209740E+02 	 0.143104E+00 	 0.150110E+00 	 0.346814E-01  	 -0.218790E+01 	 0.998513E+00  	  0.348900E+01   	   0.133501E+01   	45.44     	1
33	0.200080E+02 	 0.753203E+00 	 0.215840E+02 	 0.407869E+00 	 0.626690E+00 	 0.348217E-01  	 -0.315980E+00 	 0.105782E+01  	  0.107060E+02   	   0.548858E+01   	145.44    	1
34	0.182080E+02 	 0.363335E+00 	 0.197220E+02 	 0.187474E+00 	 0.265750E+00 	 0.141822E-01  	 -0.215980E+01 	 0.116975E+01  	  0.864880E+01   	   0.116865E+01   	120.46    	1
35	0.213230E+02 	 0.484965E+00 	 0.241430E+02 	 0.191889E+00 	 0.387080E+00 	 0.264837E-01  	 0.155220E+01 	 0.767554E+00  	  0.451350E+02   	   0.144849E+02   	49.50     	1
36	0.211490E+02 	 0.213621E+00 	 0.246850E+02 	 0.244204E-01 	 0.162100E+00 	 0.425908E-01  	 -0.169540E+01 	 0.271180E+00  	  0.949330E+00   	   0.467380E+01   	23.44     	2
37	0.197370E+02 	 0.127315E+00 	 0.228160E+02 	 0.496410E-01 	 0.350790E+00 	 0.128031E-01  	 -0.212250E+01 	 0.148612E+00  	  0.166560E+02   	   0.304494E+01   	28.33     	1
38	0.202910E+02 	 0.117946E+00 	 0.222430E+02 	 0.424452E-01 	 0.240480E+00 	 0.165081E-01  	 -0.211060E+01 	 0.119071E+00  	  0.149770E+01   	   0.112811E+01   	9.99      	2
