# id    logMstar           logMstar_err        logSFR             logSFR_err          bayes.attenuation.bessell_b bayes.attenuation.bessell_b_err best.reduced_chi_square
  105   9.694635386200781  0.13734623886683708 0.9499242179585581 0.24861308893437795 0.2767565243154498          0.08984970661790233             1.2065457667736121     
  322   9.396300743625229  0.16575949064797113 1.0150262020618632 0.6807022534344429  0.38366571183026066         0.17617689024263763             0.7435080485474358     
  404   9.436933520162901  0.17918801855586297 0.9529612802624918 0.6435493486939458  0.7162747329987076          0.21090781076518414             0.8976032336377273     
  444   9.203616167624606  0.17802516935856239 0.6726781163859988 0.2643817254362682  0.19282853611495873         0.07854428806127343             0.6206301692947503     
  489   10.463849819835435 0.09542431701436127 1.8161444411304812 0.35912172556815414 0.8812376467120143          0.17997272663038993             0.30710654141355953    
  490   10.22635889268216  0.05                2.376848025375761  0.334188680975746   2.276634820518369           0.2513763962362027              1.5679634316907007     
  600   9.49996629355581   0.18793325678194558 0.8922076350690564 0.31506164543490534 0.4329951885003579          0.12424383061198954             1.510805892342844      
  687   10.18672686814164  0.09881943193833088 1.7071531400451363 0.6634231157537219  1.216840386036226           0.18970536483604622             0.5320698784109096     
  693   9.340202220662869  0.19048867271220224 0.5997975642484604 0.35354361775526455 0.38972773389275606         0.14655710452842283             1.7615414300204493     
  754   9.038853664227627  0.18399576281015517 0.6422368685309368 0.402665738127563   0.04977137955768756         0.08592863488485336             0.5416912387229004     
  1112  9.52294265437819   0.12166833840790531 1.0622394925962293 0.3935516196282373  0.32699154664651264         0.10147213951634765             0.4059033118651442     
  1224  9.196030908602738  0.13578930057029437 0.7049579840384991 0.277312083119711   0.1703949293080103          0.06951793330147117             1.071822451025437      
  1280  9.678688653002913  0.18198985085873692 1.057942296743515  0.27675246790867714 0.41743482084218353         0.09910867536844574             0.4059088505067457     
  1284  9.282962034749266  0.15807488442680695 0.8065702174237082 0.3175875153307971  0.17549765852856475         0.07893675111869856             0.6594775975685161     
  1340  9.183247499830804  0.19562283907956407 0.6455305025451575 0.2460162734465329  0.17157554815759932         0.06986886779617026             0.5012085800121134     
  1526  9.627844590286744  0.17276885929819227 1.0536007316316525 0.30804447423784165 0.41735271256598866         0.10668472205460171             0.518366767579996      
  1558  10.232012853184283 0.12425781247450622 1.806885798293623  0.7652273398575287  1.3591474344755214          0.25316197297712584             0.5280753419732641     
  1604  9.982123191634363  0.10002132002353667 1.5719235401209826 0.5137479620099362  0.480160755008711           0.13367727640227203             0.187873554017802      
  1644  9.251523898180004  0.2314758166890398  0.7798239311768176 0.5253879784351203  0.4304314862533289          0.15570809478100403             0.7515010844307118     
  1673  10.349779582882851 0.11775089122395399 1.7955155298682832 0.3574277550071822  0.8708442841077216          0.14826264519576973             0.21837754115882452    
  1747  9.454433867749394  0.14518983160116095 1.1473421980091312 0.6555940650847291  0.4084942685684392          0.1807421554359031              0.4393375730931792     
  1853  9.839578302354942  0.17652319498926755 1.4756234368271421 0.8932773733054022  1.6127863828918056          0.3212495692630171              0.9667140896157446     
  1859  9.333574201060495  0.1711552213870286  0.8044002715388416 0.35000333301091596 0.5259222240788735          0.12991598890848552             0.46459166804966406    
  1860  9.755500832953944  0.10910380760007993 1.2128083222376094 0.21848829788027088 0.3886384416734523          0.07398877793477823             0.07375759975302067    
  1904  9.844233200956566  0.16703407141320412 1.2131990964882404 0.22452163092628225 0.2562263826063436          0.0789211970721875              0.11724941601006895    
  2138  9.762218185415731  0.10722385638677642 1.2917984686594308 0.38791345719429615 0.6637749046636358          0.13009159920467644             0.9597254205916854     
  2169  9.693482156336573  0.18195622683385335 1.1873691665744541 0.5782037813870997  1.0624709424266503          0.20914585819829043             0.30969459137752586    
  2202  9.319429553171101  0.1761681447157005  0.9461907825617967 0.628992051819054   0.4243499537447153          0.1649358417319019              2.0871145370853976     
  2501  9.790131593368931  0.1338695668960439  1.2018643342228443 0.29301682003910406 0.6840499932068429          0.14048808392313145             0.3251523471946078     
  2507  9.178945725107562  0.21479218174782455 0.6357134319885485 0.4030236397865399  0.6624548221958173          0.1683344518997364              0.9017796958175228     
  2669  9.681714026359236  0.14319197474288786 1.1204722548382944 0.2666518746233321  0.5517498962315093          0.122662500964363               0.3839936665084277     
  2717  11.256774676376926 0.10183780038042854 2.7104016356377003 0.9672755264835264  3.5353877053025142          0.3987721800399334              3.65531241316878       
  2961  9.134291233165525  0.21714407075936137 0.5639441730263107 0.23648901236772565 0.19485529633873397         0.07810641847249006             0.21340674994319173    
  2983  8.999633043413393  0.18399016551281036 0.5391021783969683 0.330992146623587   0.14010230862275494         0.0812127186002764              0.6387605512593479     
  3032  10.190959224373758 0.0837703191037569  1.7186682727180118 0.41363076913343755 0.6243586486613414          0.11800954250412847             0.23825786294397558    
  3066  9.105702699183604  0.2186413042884818  0.5791408202186965 0.4844131529878882  0.34373079104160387         0.13722567437460398             0.3679957039384328     
  3209  9.823622329064305  0.09229593448196148 1.378674451805205  0.4504494237038267  0.4141588135044217          0.11297666284761547             0.6810548332649276     
  3374  9.282297688184068  0.12555245893052244 0.7884960387040493 0.25718896955211146 0.12293508153088972         0.06169732416348885             2.9008630320328996     
  3437  9.53055805909469   0.1618348618993867  0.9646405601554384 0.3185569080405727  0.39822937226065713         0.0976334413567037              0.6500349521904095     
  3496  9.55863123928924   0.1292519951569767  1.0174497454915625 0.22059341409888653 0.22374842453015037         0.06631473923848206             1.3578403811688033     
  3518  10.006066455310675 0.11011379669197022 1.449157628811534  0.3247443254016752  1.0003530701439127          0.1879462672535631              1.0506737779857986     
  3738  9.262650734082733  0.1533122857685521  0.7782480187756233 0.3957016264824649  0.2963950186359782          0.10318251024378607             0.3762636711610619     
  3749  9.162066942919479  0.12810762362814038 0.6252306900329819 0.1637486594798342  0.12743976663459144         0.05277888126552263             0.8359124234767966     
  3759  9.141971383920382  0.23367779960265356 0.5226189362310261 0.356956266147025   0.3372007104469384          0.13374695367729797             0.6686257165607208     
  3789  9.646191247665453  0.10831299623623442 1.1537448704764057 0.3277772554189876  0.4058159751444031          0.08927861805550567             0.5031238849791673     
  3959  9.228049103929102  0.20821775818008564 0.9862150120405675 0.5810689664186628  0.29417690991573103         0.1681579707639768              0.6158833358949674     
  4165  9.538145990220608  0.14048541734809047 0.8068870256842128 0.29888648194339323 0.28236722787008894         0.10740267658327607             1.1780803364480117     
  4219  10.33751302942735  0.08147232687823175 1.8664612080786886 0.4161303553535698  1.0467363794516573          0.12441591911432238             0.15012679516328095    
  4277  8.969953208751365  0.2436105699627665  0.4119033194402859 0.28506064097189815 0.19379229834981196         0.08735972284423571             0.7100021540757695     
