#	ID	BPASS_log10M*_16	BPASS_log10M*_50	BPASS_log10M*_84	BPASS_SFR10_16	BPASS_SFR10_50	BPASS_SFR10_84	BPASS_SFR100_16	BPASS_SFR100_50	BPASS_SFR100_84	BPASS_A_V_16	BPASS_A_V_50	BPASS_A_V_84	PEGASE_log10M*_16	PEGASE_log10M*_50	PEGASE_log10M*_84	PEGASE_SFR10_16	PEGASE_SFR10_50	PEGASE_SFR10_84	PEGASE_SFR100_16	PEGASE_SFR100_50	PEGASE_SFR100_84	PEGASE_A_V_16	PEGASE_A_V_50	PEGASE_A_V_84
26480	10.17754	10.24956	10.3369	1.98101	2.16071	2.25945	1.91457	2.03157	2.10758	1.482	1.7351	1.90288	10.18313	10.30406	10.44137	1.53607	2.11802	2.29082	1.53607	2.02131	2.14615	1.1799	2.07299	2.36774
23526	9.55958	9.67416	9.83723	-1.34739	-0.17605	0.68819	-1.22091	-0.03818	0.75114	-0.32471	0.13978	0.63505	9.02892	9.1771	9.28764	-0.07258	0.95204	1.25184	0.06724	0.86711	1.1206	0.06701	0.73156	1.14408
404	9.52326	9.72423	9.93646	-1.16765	-0.1507	0.72136	-1.01033	-0.02822	0.73027	-0.10947	0.10787	0.51584	8.95717	9.14207	9.27599	-0.67272	0.57604	1.04851	-0.53903	0.5789	0.95453	-0.42819	0.29453	0.81396
4219	10.56325	10.62141	10.80605	-2.43119	1.48582	2.08362	-2.25705	1.62646	2.07131	-0.35524	0.7985	1.2504	10.14984	10.19251	10.22601	1.45695	2.24042	2.31405	1.49091	2.0976	2.16554	0.42009	1.31169	1.43646
23249	10.61619	10.73582	10.96369	-2.57115	1.49865	2.61646	-2.4025	1.70047	2.46497	-0.88244	0.71243	1.4515	10.09036	10.2112	10.40097	-2.19542	2.0593	2.47515	-2.0249	1.96242	2.30553	-1.3324	0.8114	1.33226
3032	10.37978	10.41617	10.72552	-1.93413	2.23338	2.3931	-1.7798	2.1354	2.24536	-0.5675	1.27049	1.51492	9.68961	9.90649	10.05748	1.78087	1.85652	2.10084	1.61699	1.70684	1.93986	0.50525	0.59599	0.96831
2501	9.87574	9.98994	10.14326	-0.98572	0.55656	1.33635	-0.87979	0.66648	1.31633	-0.46286	0.23555	0.76853	9.36953	9.52126	9.59349	0.72963	1.32111	1.56171	0.78084	1.25033	1.44619	0.19334	0.72732	1.02386
5087	9.93208	9.99355	10.0785	0.22764	0.6488	1.03568	0.42049	0.80877	1.07448	-0.02216	0.07631	0.20465	9.45888	9.59561	9.7025	0.99385	1.30054	1.63256	1.00751	1.23736	1.51123	0.09433	0.38194	0.83281
2669	9.75312	9.87934	10.08576	-2.02856	0.35357	1.08707	-1.88318	0.50743	1.09599	-0.69497	0.08864	0.41619	9.18019	9.34262	9.46297	1.04451	1.26851	1.48882	0.95092	1.15083	1.33818	0.31168	0.60218	0.94759
21896	9.62358	9.73947	9.83474	-0.07515	0.50047	1.18311	0.10464	0.61672	1.16375	0.03052	0.19006	0.70631	9.14543	9.26919	9.36083	0.25964	0.98524	1.2536	0.41869	0.93841	1.16275	0.02642	0.44087	0.78723
9551	9.22576	9.436	9.6752	0.49157	0.70815	0.901	0.52599	0.69427	0.84361	0.05109	0.11686	0.31883	9.16153	9.25058	9.31884	0.47833	0.68287	0.9164	0.48118	0.66245	0.85446	0.05793	0.18445	0.45834
15669	11.03234	11.0668	11.11084	3.03012	3.08138	3.13128	2.8816	2.92111	2.96635	3.36581	3.44925	3.53781	11.01286	11.03868	11.06629	3.10354	3.13672	3.16817	2.93598	2.96584	2.99506	3.93743	4.00996	4.07535
6178	9.84074	9.90987	10.00453	0.81094	0.99093	1.12735	0.8954	1.01184	1.12611	0.03285	0.0879	0.18112	9.49642	9.55175	9.60853	1.09514	1.34169	1.54384	1.07139	1.26027	1.4171	0.18188	0.41328	0.68675
5113	9.60372	9.69733	9.8052	-0.24889	0.22132	0.68539	-0.07695	0.3365	0.71377	0.00118	0.0705	0.2803	9.17724	9.27505	9.34712	-0.23063	0.88732	1.25017	-0.20873	0.85479	1.12088	-0.46121	0.44115	0.82293
1853	9.62022	9.72281	9.8403	1.36267	1.60016	1.75136	1.32748	1.48216	1.5949	1.06777	1.36246	1.59934	9.57602	9.73185	9.88373	0.95498	1.46461	1.72524	0.96558	1.38041	1.56407	0.84329	1.49467	1.9015
1526	9.76263	9.88859	9.99614	0.08236	0.68304	1.29231	0.25821	0.76318	1.25291	0.00797	0.15759	0.59335	9.26956	9.40717	9.51185	0.93231	1.21574	1.45868	0.9039	1.12377	1.32977	0.22043	0.50033	0.85722
5107	9.51819	9.68071	9.85747	0.12263	0.53018	0.86452	0.2413	0.58659	0.86142	0.01489	0.12957	0.38193	9.29063	9.36828	9.43752	0.4322	0.6937	1.01343	0.46613	0.68632	0.95726	0.07322	0.23993	0.56979
7480	9.36798	9.50994	9.62467	0.51528	1.0291	1.35388	0.59246	0.98114	1.24797	0.14661	0.49616	0.9731	8.98877	9.17252	9.25963	0.74881	1.05717	1.29463	0.70923	0.95091	1.15342	0.23102	0.58299	0.96467
600	9.22805	9.45191	9.69157	0.76909	1.05644	1.28994	0.74544	0.96731	1.19342	0.12967	0.35156	0.74379	9.15575	9.28313	9.38689	0.46195	0.89793	1.19677	0.55304	0.85631	1.07424	0.07321	0.34428	0.6954
22563	9.14715	9.31701	9.43498	0.92979	1.0929	1.357	0.86873	0.97868	1.2136	0.0956	0.19792	0.69827	8.90531	8.98956	9.05443	0.82617	0.98165	1.09225	0.72474	0.85496	0.93415	0.08615	0.29799	0.45619
4277	8.87177	9.14097	9.36031	-0.21318	0.45802	0.79271	-0.09867	0.44775	0.69493	-0.2724	0.11413	0.43193	8.60721	8.7797	8.9264	0.19732	0.48894	0.75181	0.22501	0.43496	0.63328	0.03482	0.1792	0.46458
6954	10.38236	10.46518	10.66705	-2.88699	1.17205	1.64536	-2.69193	1.22283	1.64412	-0.50965	0.30306	0.68774	9.96909	10.04745	10.09435	1.58042	2.06843	2.1472	1.52798	1.93741	1.99389	0.52804	1.1466	1.24919
2169	9.70759	9.84355	10.06831	-1.23276	-0.3342	0.76001	-1.08187	-0.19589	0.82965	-0.1134	0.10605	0.67346	9.05865	9.27019	9.42457	0.03036	0.88336	1.29687	0.16721	0.8292	1.18742	0.0992	0.58785	1.13766
19527	9.27745	9.4367	9.55146	0.76933	1.00312	1.23614	0.78546	0.94582	1.13337	0.08504	0.23365	0.58925	8.95502	9.05085	9.15326	0.87474	1.02383	1.15105	0.79288	0.89291	1.01576	0.17509	0.30507	0.53573
15639	10.98443	11.01554	11.11862	2.74763	3.04832	3.10174	2.70675	2.87543	2.92946	3.05739	3.32816	3.46263	11.25263	11.29679	11.33369	2.26403	3.24203	3.37697	2.26401	3.12467	3.20866	2.55776	4.24237	4.4108
26311	9.03916	9.27448	9.44289	0.62814	0.8849	1.12788	0.63062	0.82545	1.01588	0.03541	0.24297	0.54343	8.84955	8.95917	9.0564	0.52761	0.76515	0.96204	0.50698	0.67788	0.81886	0.03447	0.18684	0.42842
3759	8.96146	9.27068	9.48235	0.10557	0.56691	0.90113	0.18381	0.54142	0.81299	0.03595	0.22886	0.61801	8.75594	8.9429	9.08983	0.15245	0.54661	0.81066	0.18989	0.48771	0.71202	0.05176	0.26332	0.58342
24133	10.38137	10.50319	10.85049	-2.7838	-1.22516	0.543	-2.59119	-1.07745	0.67229	-0.8124	-0.18351	0.10313	9.98485	10.03668	10.14155	-2.12721	-1.41972	0.48554	-1.95022	-1.25173	0.60865	-1.01156	-0.71778	0.06258
18533	9.76715	10.22107	10.39101	1.2866	1.89751	2.27496	1.27582	1.80815	2.12867	1.06381	2.15405	2.76878	9.62492	9.76986	9.91019	0.90124	1.52881	1.87183	0.99139	1.45458	1.73918	0.93581	1.65859	2.1681
444	8.96265	9.25884	9.50942	0.68741	0.92789	1.20565	0.6893	0.8218	1.11726	0.05524	0.1775	0.69503	8.84708	9.00835	9.12832	0.53968	0.73075	0.99365	0.53169	0.65709	0.87204	0.04566	0.15519	0.47166
18660	10.04855	10.36615	10.60232	-2.8525	1.18478	2.36028	-2.64943	1.39367	2.21207	-2.34415	0.02007	0.68308	9.78454	10.01594	10.18386	1.9559	2.25527	2.68521	1.71882	1.94453	2.17163	0.29104	0.66366	0.91219
22569	9.52511	9.6832	10.00996	-1.4201	1.1404	1.47191	-1.29744	1.15835	1.35017	-0.90563	0.22461	0.46377	9.20712	9.26946	9.43375	1.22115	1.31373	1.47058	1.09585	1.15936	1.32791	0.29363	0.3828	0.69647
1340	9.12412	9.32728	9.48825	0.66132	0.93883	1.19006	0.67253	0.86976	1.0786	0.07847	0.31428	0.7273	8.82874	8.99365	9.10966	0.62511	0.82958	1.05598	0.56621	0.72066	0.91655	0.08297	0.23271	0.57252
322	9.54658	9.68735	9.80232	0.53773	1.18698	1.54273	0.63812	1.13738	1.43358	0.09834	0.52228	1.04827	9.07878	9.23585	9.35584	0.91327	1.12156	1.33312	0.859	1.01446	1.19295	0.2416	0.44466	0.73781
13423	9.27839	9.45517	9.69796	0.86924	1.02044	1.19194	0.85787	0.95933	1.11483	0.03731	0.09845	0.36191	9.32589	9.42562	9.50453	0.62918	0.71718	0.902	0.64103	0.70847	0.87705	-0.11251	0.0398	0.14701
22940	8.99099	9.21736	9.51181	0.67473	0.90053	1.11059	0.67864	0.79831	0.99862	0.04812	0.13372	0.48067	8.98066	9.08841	9.18822	0.57444	0.81399	1.04379	0.55848	0.74796	0.90996	0.05692	0.21564	0.49388
2507	9.26108	9.42915	9.62017	-0.67473	-0.06951	0.63135	-0.51498	0.03324	0.64027	0.004	0.15685	0.62138	8.83994	9.01161	9.13438	-0.30442	0.35705	0.78641	-0.15889	0.36945	0.71898	0.0312	0.30737	0.78072
26730	8.95006	9.21798	9.40964	0.20665	0.61827	0.95742	0.28863	0.57709	0.86204	0.05935	0.24252	0.6782	8.68481	8.84109	8.97701	0.37251	0.61557	0.84447	0.36098	0.53226	0.71854	0.11161	0.29115	0.59072
6433	10.02798	10.11809	10.32222	-0.32783	0.20116	0.72979	-0.15759	0.32181	0.81561	0.01346	0.15242	0.44292	9.38454	9.59871	9.69698	-3.16102	-0.00697	1.3472	-2.97527	0.17252	1.29706	-1.49415	-0.0426	0.77863
1859	9.51545	9.65477	9.80694	-1.41461	0.06013	0.8331	-1.26492	0.1693	0.82174	-0.53182	0.05516	0.50393	9.04183	9.17659	9.27755	0.48691	0.89712	1.17805	0.53242	0.81903	1.06737	0.20566	0.52767	0.90423
2138	10.04645	10.13474	10.26222	0.15893	0.94433	1.55003	0.30852	1.01185	1.52095	0.05314	0.40092	0.92625	9.41953	9.61517	9.706	0.33557	1.51441	1.71265	0.46202	1.41204	1.56684	0.03946	0.80176	1.07075
754	9.01586	9.17859	9.3121	0.75634	0.93472	1.15241	0.70981	0.85093	1.01255	0.04578	0.21633	0.57417	8.81377	8.92242	9.00351	0.60704	0.84752	0.98983	0.53443	0.736	0.83822	0.03546	0.24037	0.43653
19540	9.41288	9.54493	9.65171	1.06443	1.36444	1.55977	1.03614	1.25859	1.42512	0.18498	0.4885	0.8436	9.06824	9.15911	9.25392	0.99567	1.13113	1.25965	0.89848	0.99542	1.10928	0.15511	0.26257	0.43137
13137	10.02809	10.10471	10.25149	0.28203	0.72669	1.11241	0.40496	0.80299	1.12437	0.1886	0.44886	0.85898	9.81959	9.85756	9.91947	-0.33897	-0.00603	0.38984	-0.1617	0.14168	0.49503	0.05575	0.19167	0.45484
15476	9.11362	9.29493	9.41428	0.73572	0.97462	1.24929	0.73228	0.88907	1.1242	0.10642	0.27412	0.7367	8.8029	8.89832	9.00321	0.67666	0.81823	1.00307	0.61179	0.70536	0.87369	0.09916	0.20058	0.50864
21443	9.07811	9.3579	9.54729	0.68754	0.91695	1.16962	0.68597	0.82588	1.06443	0.07485	0.19025	0.61073	8.94341	9.07801	9.17441	0.58688	0.75222	1.04081	0.57167	0.68045	0.91801	0.05912	0.14842	0.49912
3496	9.58336	9.85331	9.95851	1.01307	1.35306	1.57701	1.03993	1.2785	1.47967	0.16392	0.39284	0.70886	9.31367	9.42941	9.52463	1.08964	1.29397	1.4712	1.04051	1.18012	1.34031	0.2015	0.38711	0.68749
7545	10.026	10.10676	10.15793	0.69398	1.39973	1.75966	0.86563	1.41362	1.69108	0.24887	0.59469	0.97882	9.64193	9.72843	9.76981	1.41489	1.68913	1.83411	1.34057	1.56834	1.67788	0.53832	0.89496	1.1055
13584	9.63368	9.76475	9.89959	1.41131	1.57748	1.69798	1.33856	1.47838	1.56966	0.30267	0.51432	0.74928	9.34919	9.48718	9.56269	1.32699	1.48091	1.63252	1.20146	1.3173	1.46509	0.26101	0.47289	0.77391
1904	9.83757	10.01501	10.20931	0.99364	1.34088	1.65025	1.07365	1.31969	1.57634	0.08357	0.21278	0.58146	9.6236	9.70992	9.76053	1.21627	1.5542	1.68187	1.18311	1.45972	1.54924	0.16826	0.56178	0.70451
8971	9.59786	9.70136	9.83077	-0.24993	0.49917	1.14764	-0.08856	0.53791	1.11448	0.04155	0.29557	0.89657	9.16991	9.27479	9.35321	0.63339	1.08169	1.33308	0.65339	1.00189	1.20978	0.29961	0.77377	1.12683
13236	9.63398	9.72295	9.84991	0.02594	0.64879	0.97142	0.19085	0.68437	0.96626	0.0087	0.17106	0.45592	9.25845	9.32885	9.39747	0.6814	1.02601	1.24929	0.6896	0.95773	1.13323	0.19627	0.47726	0.77138
4773	10.3081	10.37119	10.42557	2.3311	2.41546	2.46774	2.2046	2.25583	2.29996	0.93097	1.05476	1.33499	9.77831	9.84748	10.03526	1.87619	2.02687	2.26151	1.70135	1.82356	1.94242	0.4	0.63261	1.00895
22426	9.97971	10.07315	10.13602	0.82328	2.05421	2.14461	0.78656	1.90647	1.98031	0.00331	1.18343	1.32351	9.37974	9.58183	9.74304	1.41657	1.6658	1.81508	1.26811	1.50135	1.64964	0.32478	0.82153	0.99003
18883	10.80656	10.82958	10.85926	-5.75922	-5.14592	-3.46023	-5.55145	-4.95386	-3.31402	0.26194	0.34026	0.43098	10.19964	10.21939	10.54001	-6.17116	-5.59375	-4.5296	-5.96382	-5.39768	-4.36254	-1.62475	-1.55696	0.00491
30371	8.71898	8.99074	9.18908	0.47152	0.7842	1.03413	0.44699	0.69097	0.91998	-0.30275	0.102	0.47484	8.47105	8.59113	8.72287	0.33154	0.55829	0.7114	0.26873	0.43936	0.56995	-0.25065	0.02939	0.19273
1224	9.14187	9.3605	9.52116	0.65405	0.91056	1.1578	0.68783	0.85059	1.05798	0.06568	0.18059	0.52664	8.94059	9.07049	9.15947	0.65305	0.89964	1.08767	0.61618	0.80325	0.95795	0.07803	0.26555	0.55131
2202	9.15305	9.65515	9.7326	1.04532	1.55281	1.71411	0.91983	1.44512	1.56505	0.16277	1.09162	1.32389	8.85194	8.98986	9.23853	0.80631	0.92515	1.23612	0.71219	0.79406	1.0892	0.14956	0.24933	0.79347
16877	10.21888	10.26385	10.36639	0.49901	0.85259	1.48344	0.68579	1.01419	1.48829	0.07816	0.34981	0.63269	9.79305	9.84023	9.87367	1.62734	1.85556	1.94187	1.53223	1.71774	1.78704	0.75203	1.02051	1.15386
5652	10.69473	10.75908	10.84485	2.27331	2.38488	2.64727	2.24101	2.33166	2.54147	1.58912	1.73181	2.10461	10.65279	10.69794	10.75924	2.4756	2.65495	2.84526	2.39977	2.52814	2.68088	2.20948	2.50414	2.92245
24809	10.12896	10.16559	10.22574	1.1118	2.06915	2.15622	1.32023	1.94762	2.00158	0.09515	0.99106	1.12383	9.52301	9.58835	9.87175	1.56568	1.61584	1.76036	1.42088	1.45287	1.62461	0.21993	0.27199	0.5225
8193	10.00654	10.22716	10.38008	-2.55295	-1.58542	-0.90483	-2.36887	-1.41762	-0.75341	-0.04259	0.05178	0.15693	9.32491	9.42669	9.63306	-4.42433	-2.81115	-0.6782	-4.25716	-2.65826	-0.49047	-1.49698	-1.10214	0.02139
7881	10.1744	10.35229	10.58109	-0.31497	0.52617	0.74698	-0.20947	0.59021	0.79295	0.01691	0.0916	0.24323	9.9586	10.02017	10.05721	-0.20564	0.25012	0.4488	-0.0325	0.33216	0.50799	-0.00059	0.07017	0.16001
17199	9.3661	9.49585	9.60276	0.46501	0.87947	1.20351	0.56159	0.86261	1.11889	0.1014	0.33989	0.73692	9.01516	9.1236	9.21386	0.72494	0.97334	1.18376	0.68784	0.86437	1.04359	0.20816	0.44116	0.75278
1112	9.67673	9.80168	9.90313	0.19569	1.29262	1.5911	0.35858	1.2479	1.48056	-0.10638	0.47132	0.8956	9.17856	9.3401	9.46818	1.00531	1.19185	1.41472	0.94822	1.09373	1.28978	0.18666	0.36888	0.71195
20746	9.18493	9.44799	9.6316	0.12393	0.7019	1.10815	0.25063	0.71483	1.05162	0.01733	0.21773	0.67385	8.85223	9.01259	9.15798	0.46575	0.75925	1.01113	0.48482	0.68839	0.90862	0.08097	0.24938	0.58569
3959	9.25421	9.43706	9.57172	0.89705	1.1628	1.41977	0.88129	1.06865	1.28704	0.14636	0.35489	0.87544	8.91724	9.04284	9.18453	0.87404	1.00043	1.17147	0.76959	0.87191	1.04077	0.14253	0.2587	0.57041
19042	9.3803	9.4993	9.73031	-1.89612	0.50813	1.16312	-1.77247	0.57948	1.08827	-0.82769	0.12665	0.76067	8.89574	8.99974	9.10087	0.65629	0.94688	1.10514	0.6373	0.83734	0.9703	0.20894	0.44288	0.62809
22276	10.57772	10.62772	11.24987	2.37493	2.52931	2.91633	2.29587	2.40689	2.65789	1.58799	1.79112	2.62811	10.56493	10.7118	10.74475	2.55796	2.79053	2.84054	2.41407	2.62506	2.66822	2.20776	2.71176	2.81003
27261	9.18627	9.54213	9.7825	-0.09974	0.70895	1.05106	0.0537	0.72348	0.98812	-0.18176	0.14493	0.47206	8.96911	9.12969	9.26078	0.45221	0.75964	1.02505	0.49865	0.71372	0.91447	0.05329	0.2269	0.5149
3518	10.02986	10.18434	10.40156	-1.76534	0.43801	0.90512	-1.63623	0.52435	0.94064	-0.75503	0.06867	0.35718	9.74719	9.8069	9.87469	-0.23584	0.20882	0.59197	-0.05992	0.36566	0.66275	-0.18504	0.06601	0.20985
22985	10.31844	10.44873	10.68958	-4.7975	-2.7506	-1.04314	-4.61409	-2.59776	-0.94254	0.16275	0.51114	0.95842	9.95753	10.03246	10.09382	-4.867	-2.61	-0.65332	-4.68622	-2.47536	-0.58684	0.00758	0.11587	0.3194
11976	9.70341	9.78122	9.88099	-0.81734	-0.35374	0.19173	-0.63341	-0.1955	0.29534	0.00313	0.06904	0.25181	9.12035	9.2694	9.40802	-2.90984	-0.16241	0.91753	-2.73792	-0.0043	0.87563	-1.32337	0.00223	0.62321
3437	9.5431	9.67705	9.93732	-1.11767	1.3583	1.57718	-1.00956	1.26971	1.44542	-0.62079	0.68144	1.07238	9.15708	9.27568	9.40715	1.12854	1.2975	1.47665	1.01301	1.15274	1.31925	0.45826	0.65986	0.99183
2961	9.01542	9.27769	9.46065	0.41826	0.76213	1.01088	0.45085	0.70261	0.91891	0.03536	0.19006	0.53742	8.82403	8.96498	9.0914	0.38205	0.69056	0.93155	0.42593	0.62211	0.80177	0.05598	0.21072	0.51007
25931	10.16575	10.22941	10.35047	-1.31247	-0.54583	0.13155	-1.14494	-0.34796	0.2776	-0.26616	0.04347	0.22784	9.41364	9.57913	9.75168	-1.55622	1.466	1.70208	-1.40542	1.33927	1.64834	-0.85246	0.72107	1.10622
6192	9.82679	9.90707	10.07683	-2.57215	0.58395	1.15678	-2.41874	0.67775	1.15889	-0.69443	0.16328	0.62018	9.42235	9.49823	9.55601	1.09886	1.44153	1.58226	1.05997	1.32688	1.43083	0.47829	0.85629	1.0588
2983	8.81851	9.03565	9.23913	0.46951	0.72554	0.99187	0.46958	0.64614	0.86244	0.01477	0.13911	0.51255	8.5559	8.73525	8.88424	0.37062	0.53121	0.77518	0.32967	0.43643	0.64532	0.01387	0.07658	0.33849
9297	9.10144	9.34498	9.62178	0.53071	0.80492	1.02923	0.57303	0.77536	0.95643	0.05776	0.16995	0.47312	9.07039	9.16097	9.24201	0.49213	0.76921	1.00233	0.52748	0.74062	0.91158	0.06768	0.27018	0.53493
5559	9.50569	9.63095	9.73516	1.1653	1.33804	1.50442	1.22453	1.27886	1.42168	0.07332	0.13292	0.44797	9.44435	9.52112	9.62377	1.0574	1.44956	1.55868	1.0353	1.32396	1.40421	0.07827	0.41817	0.57922
16277	9.9637	10.00282	10.04876	1.26598	1.44882	1.5293	1.26027	1.41684	1.4845	0.72217	0.98218	1.09815	9.51968	9.5807	9.63306	0.94327	1.33166	1.51896	1.00397	1.30586	1.41874	0.39818	0.82463	1.05439
1673	10.5612	10.69798	10.79419	-3.0433	-1.66702	0.8093	-2.86959	-1.51202	0.88453	-0.70532	-0.38652	0.22583	9.85042	10.04813	10.08872	1.78847	2.07208	2.15964	1.64259	1.95234	2.02462	0.66781	1.0601	1.15904
