#	ID	BPASS_log10M*_16	BPASS_log10M*_50	BPASS_log10M*_84	BPASS_SFR10_16	BPASS_SFR10_50	BPASS_SFR10_84	BPASS_SFR100_16	BPASS_SFR100_50	BPASS_SFR100_84	BPASS_A_V_16	BPASS_A_V_50	BPASS_A_V_84	PEGASE_log10M*_16	PEGASE_log10M*_50	PEGASE_log10M*_84	PEGASE_SFR10_16	PEGASE_SFR10_50	PEGASE_SFR10_84	PEGASE_SFR100_16	PEGASE_SFR100_50	PEGASE_SFR100_84	PEGASE_A_V_16	PEGASE_A_V_50	PEGASE_A_V_84
7052	9.56428	9.70462	9.84783	0.46286	0.732	1.01965	0.5408	0.75682	0.99667	0.03771	0.15191	0.40504	9.27445	9.35623	9.42121	0.62481	0.86731	1.1382	0.63374	0.83558	1.05819	0.08735	0.26734	0.5785
19104	10.45368	10.49623	10.53075	-1.32344	-0.76681	1.1989	-1.20436	-0.67976	1.21895	-1.13093	-0.98741	-0.02995	9.67579	9.99743	10.03071	-1.55087	1.13848	1.27769	-1.40607	1.17514	1.28647	-1.7706	-0.06259	0.03663
23689	10.3769	10.51357	10.63361	-2.01998	0.1955	0.60289	-1.8752	0.24137	0.64499	-0.05067	0.09061	0.30191	10.06871	10.11524	10.16282	-0.67536	0.02052	0.27393	-0.54587	0.08623	0.3221	0.00028	0.06505	0.17233
12230	9.15758	9.36833	9.52533	0.82219	1.02418	1.26262	0.80019	0.94562	1.13903	0.11196	0.29473	0.67517	8.93413	9.06753	9.14999	0.66581	0.79693	1.139	0.64125	0.73374	0.98592	0.07922	0.15877	0.56804
11792	8.84248	9.10548	9.32482	0.11728	0.42943	0.75111	0.15804	0.42459	0.62519	-0.95117	-0.47652	0.00314	8.93271	9.16073	9.24175	-0.07352	0.03934	0.40145	-0.04956	0.05125	0.35695	-1.05759	-0.86828	4e-05
4165	9.13683	9.29031	9.49191	0.86198	1.04386	1.20279	0.849	0.94938	1.09647	0.0516	0.1394	0.45049	9.18024	9.28985	9.41405	0.60675	0.89606	1.2335	0.63025	0.87396	1.11642	0.0568	0.25695	0.66399
1860	9.84471	9.95959	10.05241	0.90748	1.572	1.79211	1.00708	1.5166	1.6829	0.13777	0.67054	0.97383	9.34884	9.4758	9.66914	1.23138	1.36827	1.61312	1.16112	1.26351	1.52747	0.26385	0.41098	0.8159
687	10.2629	10.43283	10.69749	1.82264	2.15904	2.37193	1.83374	2.07682	2.24407	1.3315	1.70882	2.02769	10.12381	10.21732	10.31621	1.46281	1.94943	2.1932	1.50843	1.89144	2.07793	0.97126	1.5003	1.83098
4821	10.65981	10.79633	11.13977	-2.62249	-0.03541	1.30379	-2.4674	0.04106	1.3663	0.12705	0.6973	1.56209	10.32931	10.39974	10.49613	-1.51826	-0.31835	0.4325	-1.37054	-0.19738	0.53634	0.08327	0.39874	0.88876
12053	9.01711	9.23954	9.50713	0.40715	0.67699	0.95891	0.42168	0.62943	0.86509	0.08419	0.22342	0.59534	8.92472	9.03828	9.14591	0.34522	0.6093	0.83343	0.35373	0.58281	0.74622	0.08787	0.28609	0.53965
25026	9.56184	9.71292	9.90353	-1.68527	0.78102	1.43873	-1.53091	0.86364	1.34528	-0.75949	0.19121	0.83729	9.05008	9.17656	9.29164	-1.68655	1.13137	1.31784	-1.56845	1.01195	1.16904	-1.33126	0.39654	0.61873
15428	9.28596	9.40433	9.52648	0.72599	1.03088	1.26207	0.71687	0.99944	1.13708	0.08197	0.44231	0.70515	9.05332	9.13322	9.20047	0.62134	0.77368	0.91102	0.61953	0.73302	0.83272	-0.0481	0.13608	0.31265
9981	9.06611	9.27433	9.44081	0.03332	0.50165	0.90623	0.15758	0.52071	0.83312	0.01698	0.17591	0.59204	8.74473	8.8971	9.01711	0.3598	0.63176	0.88036	0.37768	0.5555	0.76212	0.10492	0.28898	0.62172
1284	9.14936	9.3499	9.54738	0.77238	1.02899	1.26147	0.7761	0.94482	1.13983	0.04596	0.1868	0.53803	8.89007	9.02883	9.14369	0.72682	0.88958	1.1022	0.66321	0.7875	0.96641	0.05669	0.15063	0.40989
16827	9.24508	9.37281	9.53677	1.05985	1.23134	1.36973	0.97103	1.15911	1.21944	0.0391	0.33404	0.55473	9.10862	9.14068	9.1738	0.94245	1.03926	1.1302	0.86675	0.93337	0.99562	0.05809	0.17569	0.28771
20314	10.12204	10.28978	10.53089	1.68688	1.99434	2.19094	1.69021	1.92988	2.06959	1.37149	1.73137	2.04476	9.94569	10.04388	10.14118	1.14748	1.70851	1.98014	1.22283	1.67475	1.8759	0.80353	1.4108	1.7689
6959	9.23816	9.40449	9.52908	0.52276	0.84103	1.15983	0.59725	0.81838	1.0688	0.04954	0.19227	0.59417	8.93975	9.05564	9.15194	0.66385	0.88818	1.11543	0.63053	0.78428	0.97966	0.10652	0.27081	0.6274
5868	10.41553	10.49804	10.69124	-1.68847	-0.04438	0.41634	-1.55022	0.12925	0.54208	-0.34666	0.0307	0.20176	9.67283	10.0414	10.08396	-2.66624	1.41781	2.15024	-2.47073	1.43132	1.98876	-1.56879	0.58688	1.32656
6572	9.75436	9.93588	10.09312	0.69073	0.83704	1.01892	0.71755	0.84865	1.00821	0.05004	0.11806	0.26856	9.46959	9.53403	9.58199	0.64347	0.83976	1.12135	0.70348	0.85529	1.09364	0.06737	0.18228	0.46048
25183	8.93768	9.12377	9.25884	0.61992	0.87762	1.11567	0.60601	0.78618	0.99384	0.10724	0.34346	0.77651	8.65714	8.78642	8.92098	0.5011	0.67573	0.87866	0.44222	0.56047	0.73972	0.08498	0.19997	0.50049
24211	10.05074	10.15909	10.23791	1.4308	1.69108	1.87745	1.47007	1.63713	1.81242	0.07613	0.23288	0.63662	9.69285	9.72302	9.76343	1.64941	1.73104	1.79004	1.545	1.59087	1.62777	0.24249	0.31581	0.5233
22110	9.23599	9.40371	9.51546	0.69209	1.1859	1.46289	0.70792	1.09976	1.31112	0.39737	0.96377	1.38599	8.66719	8.84808	9.05514	0.61327	0.755	0.9828	0.52439	0.63402	0.86575	0.2012	0.3549	0.71647
5319	9.12805	9.29612	9.43315	0.52731	0.82466	1.10509	0.5719	0.77926	1.00965	0.05962	0.22839	0.60429	8.8121	8.92541	9.02524	0.62812	0.80618	0.98607	0.59072	0.70269	0.84266	0.12814	0.24512	0.45878
5077	9.15462	9.38559	9.54825	0.54616	0.85003	1.1423	0.58476	0.7971	1.04425	0.046	0.18213	0.5867	8.92767	9.06705	9.15768	0.52388	0.80183	1.05233	0.53028	0.71793	0.92103	0.04529	0.19905	0.54389
23864	9.95147	10.04226	10.16216	-2.87741	0.20604	0.69005	-2.70476	0.39141	0.8069	-1.11728	0.02798	0.15438	9.22787	9.31845	9.57023	1.12825	1.28624	1.56118	1.07487	1.15742	1.43218	0.21829	0.34489	0.76973
5088	10.27783	10.47664	10.56247	2.32456	3.11414	3.33347	2.15201	2.51692	2.59517	1.49912	2.82448	3.25155	9.53034	9.89278	10.19222	1.62946	2.00947	3.01182	1.45767	1.83905	2.23488	0.4678	1.20674	2.88682
693	9.01393	9.15601	9.35635	0.48431	0.83471	1.03395	0.52415	0.77005	0.91039	0.06769	0.27688	0.50435	9.10672	9.28931	9.41137	0.10457	0.32781	0.72091	0.13846	0.3431	0.67875	0.00161	0.0843	0.43958
25361	9.85098	10.06953	10.16637	1.621	1.97713	2.11472	1.49172	1.85096	1.95754	0.34834	0.84755	1.14146	9.46687	9.54471	9.79788	1.46528	1.56191	1.80907	1.33271	1.40932	1.66608	0.26784	0.38239	0.82382
3209	10.01703	10.11744	10.20246	1.18502	1.68274	1.90067	1.23283	1.63758	1.8005	0.24598	0.72215	0.99463	9.59914	9.77803	9.82292	1.40703	1.78384	1.88887	1.31422	1.65647	1.72752	0.33274	0.86524	1.00825
10578	10.97034	11.29582	11.67557	-0.65451	-0.38379	-0.0291	-0.56082	-0.17172	0.07321	-0.83053	0.63894	0.64969	10.5174	10.52324	10.67908	-6.29183	-6.03722	-4.96627	-6.08032	-5.8318	-4.78376	-1.48886	-1.47173	-0.80709
25138	9.30068	9.5124	9.69016	0.26479	0.71499	1.1389	0.37642	0.73374	1.06244	0.03619	0.21636	0.62512	8.95649	9.10928	9.2416	-0.74914	0.80095	1.06813	-0.63032	0.7362	0.95071	-0.78671	0.27457	0.58628
15039	9.08723	9.33286	9.57391	0.33595	0.69865	0.95144	0.36955	0.67256	0.85722	-0.22598	0.05215	0.30803	8.99998	9.10868	9.2072	0.43898	0.57664	0.86991	0.43824	0.55153	0.77751	-0.0577	0.04813	0.30121
10667	9.96023	10.03525	10.09456	-0.11324	0.32948	0.79489	0.06625	0.47484	0.86999	-0.17196	0.03934	0.15977	9.56761	9.66346	9.71451	0.92688	1.2326	1.47608	0.95333	1.19283	1.39674	0.15826	0.4395	0.73134
5026	8.90539	9.10093	9.24438	0.59387	0.7951	1.01411	0.57303	0.71472	0.89855	0.01425	0.17168	0.46971	8.69607	8.7924	8.87367	0.47623	0.63369	0.84231	0.42675	0.54614	0.70464	0.01001	0.10021	0.35462
7355	9.8673	10.01922	10.13992	0.74262	1.0778	1.36815	0.77437	1.08762	1.34126	0.39715	0.8043	1.1781	9.85753	9.93164	10.00101	0.52843	0.92612	1.35693	0.55971	0.94177	1.34246	0.36761	0.87792	1.42979
489	10.51116	10.72062	11.00109	-2.49169	-0.76261	0.65892	-2.31675	-0.61197	0.8527	-0.71977	0.00276	0.40939	10.04246	10.06883	10.21158	-2.93239	-2.25917	1.84755	-2.73558	-2.08091	1.74479	-1.20845	-0.98914	0.77704
17111	9.26473	9.35924	9.45968	0.80325	1.10829	1.24666	0.76907	1.03189	1.11487	0.22024	0.67678	0.85509	8.93455	9.0456	9.09827	0.67612	1.03549	1.14555	0.60843	0.89776	0.98536	0.16135	0.62375	0.75308
490	10.01889	10.08219	10.14548	1.96086	2.06088	2.14331	1.84233	1.91172	1.98403	1.23423	1.38597	1.5432	9.98192	10.03537	10.10648	1.9995	2.07761	2.14477	1.87313	1.92501	1.99112	1.65135	1.79409	1.94414
3749	8.98408	9.23295	9.46566	0.48828	0.75547	0.95971	0.53916	0.7004	0.87023	0.00447	0.0597	0.29859	8.94324	9.04463	9.1524	0.454	0.63967	0.91868	0.45429	0.60043	0.8023	0.00079	0.08503	0.35244
10564	9.14407	9.28608	9.39929	0.84306	1.0926	1.24639	0.78344	0.99703	1.10795	0.20218	0.55988	0.82092	8.78572	8.88265	9.01649	0.69833	0.80849	0.97874	0.61276	0.68061	0.83949	0.14433	0.21901	0.41523
21079	9.04265	9.26269	9.3754	0.80075	1.01534	1.23694	0.73811	0.9185	1.10558	0.06942	0.29914	0.67661	8.82689	8.90267	8.97927	0.68377	0.8924	1.02972	0.59204	0.75356	0.87325	0.07054	0.3163	0.51484
3738	9.29592	9.47749	9.63115	0.07362	0.80377	1.17251	0.24225	0.8056	1.10194	0.00152	0.21425	0.62467	8.88224	9.0347	9.16346	0.6587	0.85831	1.0999	0.63495	0.76516	0.96968	0.11921	0.25807	0.56107
3066	9.0287	9.30754	9.5127	0.22027	0.69304	1.07914	0.29647	0.65703	0.98375	0.08293	0.32904	0.83013	8.72031	8.91183	9.07073	0.37752	0.6493	0.8984	0.39285	0.57808	0.78427	0.13418	0.32067	0.62753
1604	10.2148	10.2575	10.3535	0.78053	2.01161	2.16301	0.9244	1.94463	2.04085	0.03992	1.0602	1.27778	9.78035	9.82126	9.93027	1.80959	1.88276	1.98938	1.67086	1.72051	1.84947	0.67821	0.74932	1.00648
22257	9.78943	10.01868	10.2569	0.34895	1.40497	1.89678	0.43434	1.38643	1.78667	0.37376	1.36332	2.0885	9.62851	9.76834	9.91899	0.58531	1.32894	1.73966	0.66745	1.30686	1.63032	0.53758	1.32016	1.88995
16133	9.83221	9.92619	10.00524	0.44323	1.19386	1.54521	0.60619	1.20633	1.48195	0.29706	0.71152	1.07774	9.26821	9.39532	9.52758	-0.77095	1.14457	1.38266	-0.65736	1.08362	1.28319	-0.76104	0.54509	0.87592
5278	9.77921	9.88645	9.98752	1.01346	1.15917	1.34725	1.01232	1.14285	1.30587	0.07832	0.18585	0.43994	9.47218	9.53933	9.59233	1.05544	1.32056	1.49926	1.02588	1.23667	1.37489	0.13019	0.3933	0.643
10995	9.30728	9.43897	9.5535	0.74011	1.05441	1.23279	0.75595	0.99993	1.12202	0.3632	0.70739	0.93842	8.91471	9.06263	9.15586	0.56532	0.95263	1.17342	0.5886	0.84186	1.02735	0.18335	0.55391	0.89992
1644	9.17461	9.43906	9.62846	-0.06771	0.55984	1.00803	0.0793	0.58903	0.9342	0.00578	0.18794	0.58977	8.72214	8.89169	9.06031	0.54659	0.75866	0.97435	0.49404	0.64965	0.84759	0.15347	0.31647	0.57683
22753	9.89687	9.98279	10.06894	0.2378	0.76594	1.37579	0.41762	0.8742	1.35292	0.02535	0.15234	0.56808	9.30227	9.5245	9.64142	-3.06333	1.39916	1.69712	-2.87894	1.33034	1.55684	-1.80952	0.63126	1.04124
22584	9.78002	9.89237	10.03741	1.28949	1.56291	1.8036	1.28078	1.49025	1.65396	0.61322	0.96409	1.36701	9.89396	9.98573	10.04823	0.93664	1.19	1.47223	0.96094	1.19117	1.44396	0.4492	0.79181	1.19308
24167	9.63475	9.75862	9.91717	-2.11774	0.27029	1.16809	-1.96276	0.40735	1.14018	-0.76774	0.05394	0.60981	9.05596	9.20427	9.33857	-2.46596	1.02353	1.28175	-2.29949	0.92877	1.15305	-1.51707	0.40165	0.73961
2717	11.54877	11.63963	11.88961	0.04589	1.43556	1.81954	0.16454	1.51933	1.89847	1.66942	2.22907	2.56026	11.20552	11.3188	11.39375	-1.83529	-0.50788	0.39845	-1.67106	-0.35224	0.51372	1.35174	1.76843	2.11425
