#	ID	BPASS_log10M*_16	BPASS_log10M*_50	BPASS_log10M*_84	BPASS_SFR10_16	BPASS_SFR10_50	BPASS_SFR10_84	BPASS_SFR100_16	BPASS_SFR100_50	BPASS_SFR100_84	BPASS_A_V_16	BPASS_A_V_50	BPASS_A_V_84	PEGASE_log10M*_16	PEGASE_log10M*_50	PEGASE_log10M*_84	PEGASE_SFR10_16	PEGASE_SFR10_50	PEGASE_SFR10_84	PEGASE_SFR100_16	PEGASE_SFR100_50	PEGASE_SFR100_84	PEGASE_A_V_16	PEGASE_A_V_50	PEGASE_A_V_84
13903	9.39936	9.53972	9.6837	0.52855	1.17405	1.38622	0.52639	1.10605	1.28558	0.90427	1.6413	1.96379	9.34799	9.45591	9.51801	0.4991	1.03274	1.36693	0.55158	0.99847	1.27783	0.98001	1.59284	2.02493
22833	9.72292	9.96649	10.14337	0.30496	1.09691	1.68043	0.40809	1.07135	1.6101	0.73615	1.49801	2.33615	9.75229	9.79715	9.83457	0.98668	1.30542	1.59299	0.97606	1.26939	1.51597	1.50986	1.91071	2.27407
274	9.81122	9.82573	10.02673	1.42805	1.86	1.88045	1.4279	1.68879	1.70679	1.254	1.57606	1.62196	9.92845	9.95123	10.00216	1.44809	1.73719	1.86491	1.41419	1.65775	1.74793	1.29453	1.73103	1.8951
17376	9.99021	9.99801	10.19966	1.5501	2.04968	2.05749	1.51765	1.8728	1.88033	0.55858	1.32451	1.34325	10.0979	10.10479	10.11331	1.63943	2.1989	2.20809	1.647	2.02338	2.03157	1.15376	1.83206	1.84983
22059	11.00314	11.33102	11.3555	-7.05952	-5.20898	-3.35999	-6.92175	-5.01694	-3.23219	1.1781	2.72688	2.77174	10.53419	10.55164	10.56832	-12.54421	-8.45877	-5.16702	-12.35237	-8.32315	-5.0755	-0.12372	-0.06785	0.00585
3631	9.2089	9.28426	9.34658	1.188	1.28084	1.35373	1.03793	1.1237	1.19102	0.94592	1.10366	1.22494	9.13285	9.18396	9.22156	0.97204	1.10145	1.21134	0.88854	0.98417	1.06434	0.77729	0.96168	1.12271
513	10.11114	11.14314	11.24105	-2.41582	-1.51857	1.39699	-2.21191	-1.39121	1.36885	1.46293	1.83698	2.6353	10.01737	10.04892	10.09172	1.17496	1.31691	1.49502	1.17079	1.3004	1.4741	1.57358	1.7771	2.11373
24348	11.00369	11.01686	11.06707	-21.67338	-18.70161	-8.16208	-21.46167	-18.51073	-8.05199	0.14006	0.25914	0.39246	-99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99
9026	10.72526	11.30961	11.41753	-4.30445	-2.79727	-1.75973	-4.15135	-2.638	-1.61879	0.35758	1.69802	2.01214	10.17712	10.31883	10.443	-6.22946	-3.61426	-2.33761	-6.049	-3.4536	-2.18994	-0.81513	0.00019	0.00592
1886	10.38998	11.20535	11.24837	-2.41002	-1.76791	0.91677	-2.2035	-1.57461	0.92971	1.34773	2.67069	2.80396	10.0708	10.11005	10.16584	0.76008	1.0169	1.15809	0.86502	1.01886	1.1509	1.41146	1.59277	1.82268
2921	10.17858	11.33277	11.36889	-2.40625	-1.8921	1.83618	-2.19855	-1.69688	1.76829	2.27576	2.69985	2.79434	10.24437	10.26117	10.28538	0.89281	1.00825	1.0732	0.90777	1.02059	1.08243	1.39268	1.49025	1.64365
23491	10.03383	10.09629	10.22644	-14.41547	-9.47011	-5.05051	-14.24191	-9.34082	-4.97511	0.01318	0.09394	0.20752	9.65189	9.69702	9.85066	-19.73769	-13.62064	-7.60537	-19.54576	-13.4856	-7.52222	-0.81757	-0.58716	0.02736
7603	9.08665	9.18782	9.26789	1.00178	1.15584	1.25668	0.88198	1.00599	1.09684	0.90538	1.1363	1.32133	8.85204	8.91265	9.04887	0.75677	0.89755	0.97438	0.66925	0.75505	0.82487	0.65827	0.81678	0.95701
3653	8.86029	9.01512	9.1701	0.80083	0.94856	1.14789	0.67499	0.80262	0.99399	0.37512	0.69461	1.06093	9.05212	9.10178	9.14947	0.81261	0.96117	1.08623	0.74901	0.86026	0.94426	0.763	0.93676	1.09341
407	9.63314	9.75112	10.13286	-9.44768	-4.67449	-2.9144	-9.31181	-4.54344	-2.80897	-0.11407	0.09009	0.47002	9.33218	9.44977	9.65168	-16.06997	-9.60783	-5.08112	-15.88233	-9.47924	-5.01571	-1.16812	-0.80434	0.06557
13995	8.53202	8.54623	8.88537	0.57724	0.59343	0.65138	0.40615	0.41958	0.56261	0.26214	0.29918	0.39906	8.68314	8.8055	8.93745	0.68667	0.78056	0.9972	0.57243	0.61218	0.83751	0.67782	0.7755	1.20981
16048	10.14305	10.27869	10.97313	-1.85692	1.09356	1.72973	-1.69889	1.09928	1.72615	0.99297	1.41374	2.2546	9.97746	10.00754	10.07045	0.24446	0.56181	0.95848	0.43551	0.67016	0.98327	1.10949	1.18169	1.37406
2068	8.80842	8.89418	8.98346	0.41143	0.49296	0.59625	0.36816	0.43253	0.51553	0.26147	0.36077	0.53025	8.86622	8.91476	8.96322	0.36464	0.60048	0.86561	0.33626	0.55276	0.74364	0.49237	0.90659	1.28541
18130	10.51029	10.52253	10.70938	-11.39602	-9.01465	-4.82664	-11.19768	-8.84889	-4.72859	-0.41653	-0.38519	0.00436	-99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99
3336	9.19282	9.26791	9.40629	0.46002	0.67538	0.93281	0.44724	0.64045	0.85291	0.45364	0.76204	1.13562	9.29787	9.3418	9.39002	0.12427	0.48275	0.76587	0.12727	0.47372	0.73485	0.3032	0.82875	1.20538
58	10.18333	10.31142	11.36302	0.15686	1.44489	1.5223	0.24814	1.42716	1.49118	0.64763	0.91758	2.22246	10.07326	10.12262	10.17995	1.18349	1.49694	2.02837	1.19067	1.47631	1.9062	0.90827	1.25071	2.0168
14650	8.83893	9.18855	9.31982	0.66138	1.16471	1.30938	0.53683	1.01322	1.14949	0.85613	1.65829	1.91305	8.91646	8.97387	9.03723	0.1356	0.47496	0.74811	0.13233	0.44191	0.66181	0.30778	0.82844	1.15539
13890	9.24399	9.29821	9.35794	0.66962	0.75572	0.82309	0.63682	0.71314	0.76884	1.10453	1.20557	1.29448	9.23604	9.28164	9.3318	0.96479	1.17305	1.2942	0.90823	1.06411	1.13954	1.86904	2.11066	2.25514
8067	10.75692	11.09715	11.10294	-13.58772	-9.27413	-2.25606	-13.39374	-9.13577	-2.12606	1.15008	1.21304	1.23264	-99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99
19136	9.68878	9.70353	9.84468	1.40401	1.74594	1.7624	1.34952	1.57202	1.58697	0.76075	1.24514	1.28132	9.8034	9.81342	9.89546	1.1924	1.89496	1.91235	1.17502	1.72377	1.73736	0.93457	1.78092	1.81236
20539	9.38717	9.62398	9.75995	0.82421	1.45169	1.74452	0.82322	1.2811	1.58715	0.47446	1.25108	1.82369	9.44965	9.48689	9.52327	1.06228	1.24314	1.38063	1.01615	1.16617	1.27014	0.90933	1.17918	1.37042
25373	9.39777	9.43335	9.7036	0.90261	1.43902	1.6467	0.87732	1.2723	1.48801	0.56826	1.32046	1.77742	9.49788	9.52909	9.59179	0.84751	1.36902	1.51259	0.83111	1.27651	1.37495	0.78025	1.52225	1.70429
18375	9.16105	9.23557	9.27946	1.11714	1.20457	1.2749	0.99201	1.05908	1.11532	1.01532	1.16181	1.26733	8.80071	8.89997	9.03886	0.69479	0.97262	1.12056	0.57879	0.80723	0.95104	0.41964	0.89063	1.10014
15967	10.50452	10.77049	11.46141	-1.63185	1.05469	1.37383	-1.45718	1.09804	1.36974	1.56378	1.83633	3.25117	10.31992	10.33399	10.36394	-0.22974	0.83253	0.89049	-0.15452	0.86414	0.92013	1.39147	1.50936	1.57074
24814	9.19083	9.37648	9.53646	0.92983	1.21236	1.59201	0.86085	1.04746	1.41701	0.39255	0.8659	1.65069	9.25825	9.30294	9.33361	0.9626	1.05668	1.38563	0.904	0.97291	1.21853	0.74421	0.86089	1.42727
18572	8.78028	9.16348	9.261	0.67495	1.05414	1.21646	0.54214	0.93153	1.06663	0.46099	1.22223	1.48566	8.78704	8.85341	8.96024	0.46903	0.69215	0.83884	0.42353	0.59874	0.69413	0.44702	0.71432	0.88988
23844	9.35135	9.51018	9.60741	0.94753	1.02237	1.39945	0.92099	0.97778	1.23003	0.29766	0.3995	0.96193	9.43878	9.45108	9.46311	1.42795	1.50356	1.53926	1.30141	1.34514	1.36767	1.287	1.38019	1.43096
24785	8.78115	8.89199	8.97577	0.70058	0.87352	0.96114	0.56971	0.72151	0.80212	0.22098	0.65461	0.84958	8.92577	8.96798	9.00105	0.72056	0.89139	1.01123	0.64665	0.77674	0.85544	0.64261	0.9192	1.08314
23451	9.2326	9.35749	9.52745	0.44416	0.68595	0.80595	0.44423	0.65391	0.76351	0.05976	0.32535	0.742	9.23912	9.29549	9.35696	0.46723	0.67004	1.1074	0.46109	0.64235	1.0088	0.25974	0.56146	1.25319
14288	9.11328	9.16131	9.27873	1.12149	1.18847	1.23258	0.9731	1.02592	1.07737	0.72626	0.82729	0.91837	8.96122	9.03038	9.11401	0.94461	1.04584	1.15458	0.84768	0.88598	1.00816	0.60867	0.68982	0.90119
17422	9.22519	9.27759	9.34729	1.24384	1.30423	1.35655	1.0932	1.1404	1.19556	0.69567	0.77863	0.87408	9.11501	9.17289	9.22266	1.15451	1.23404	1.28584	1.00499	1.07225	1.11693	0.66797	0.7893	0.87494
6401	11.02258	11.09213	11.35898	-12.66102	-8.28162	-4.11929	-12.48162	-8.15333	-4.05579	0.171	2.1813	2.21667	-99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99
300	9.92297	10.26023	11.23679	-2.04693	1.36366	1.91268	-1.8542	1.34492	1.75953	0.715	1.81902	2.17469	10.07929	10.10971	10.16604	1.29278	1.61594	1.70494	1.27902	1.57804	1.65267	1.37384	1.88187	1.9857
21379	9.62494	9.65338	9.68076	1.70171	1.73997	1.78757	1.52785	1.5654	1.61419	1.02035	1.08043	1.15042	9.23228	9.45302	9.46338	1.31046	1.54999	1.56487	1.14331	1.37636	1.38895	0.29883	0.8618	0.88471
19202	9.16907	9.27398	9.46039	0.4058	0.709	1.00299	0.39691	0.66886	0.93505	0.60764	1.03413	1.51411	9.24062	9.28856	9.34555	0.22129	0.52035	0.8803	0.22126	0.50423	0.8353	0.61477	1.00935	1.48578
15924	9.64533	9.75396	9.79994	1.18829	1.82365	2.22345	1.16674	1.64541	1.77166	0.64542	1.58627	2.19801	9.43677	9.44677	9.45518	1.5307	1.54596	1.55858	1.35875	1.37042	1.38276	1.2004	1.22693	1.25298
12997	9.61568	9.63622	9.65687	1.66045	1.6924	1.71874	1.48412	1.5157	1.5419	1.44814	1.51029	1.56057	9.3035	9.32023	9.44102	1.37499	1.40297	1.52227	1.21332	1.22797	1.34989	1.02004	1.05794	1.3715
17185	9.33209	9.60989	9.6756	0.212	0.3524	0.48056	0.22493	0.35427	0.48549	0.41702	0.5629	0.75576	9.23116	9.27235	9.30003	0.44097	0.57818	0.71231	0.43214	0.55684	0.67936	0.72996	0.90945	1.08434
15122	10.04754	10.0588	10.42406	1.45707	1.55405	1.56886	1.45287	1.50947	1.52158	1.24492	1.28584	1.30527	9.97065	10.04521	10.06335	1.85643	2.05758	2.11074	1.80083	1.92708	1.98146	2.10606	2.33064	2.40211
344	9.00764	9.15664	9.28614	0.88745	1.04133	1.24378	0.7897	0.8961	1.09445	0.37848	0.62241	1.04992	9.21841	9.2561	9.30066	0.85771	1.03488	1.17397	0.81274	0.95452	1.05471	0.70774	0.92949	1.10125
8402	9.96422	10.00458	10.98763	-1.8864	1.35946	1.4011	-1.70711	1.32528	1.36181	1.35892	1.41381	2.08181	9.8724	9.91192	9.95059	1.10874	1.6195	1.77668	1.21338	1.55537	1.67283	1.71544	2.10209	2.32678
3451	8.67928	8.74406	8.80353	0.56654	0.73138	0.80821	0.4357	0.57717	0.64051	0.28097	0.62093	0.76881	8.78349	8.82405	8.86252	0.64553	0.80994	0.8925	0.55442	0.67295	0.72913	0.73295	0.97362	1.09306
25248	9.38592	9.51619	9.5922	0.42102	0.58041	0.80958	0.41988	0.56988	0.77313	0.27078	0.45343	0.77504	9.30076	9.33829	9.37605	0.80563	1.04044	1.27087	0.77161	0.97118	1.15694	1.06879	1.42528	1.80064
8976	8.96581	9.01626	9.21712	0.97603	1.055	1.23392	0.81758	0.88397	1.07329	0.77348	0.93383	1.27634	8.98987	9.03304	9.07195	0.72446	0.91107	1.05775	0.65805	0.8088	0.91183	0.61583	0.90166	1.10236
18732	9.48142	9.54712	10.1743	-2.28121	0.52706	0.84255	-2.06842	0.53056	0.80059	0.31285	0.59358	1.10746	9.4183	9.46099	9.50887	0.77727	1.05267	1.26818	0.78565	1.01646	1.20151	1.29831	1.65863	1.94436
4376	11.30118	11.62322	12.20681	-3.66754	-1.4206	1.85216	-3.52397	-1.22267	1.88998	1.65416	2.47592	3.52183	11.06434	11.07268	11.12493	-1.47401	0.35866	0.4452	-1.36749	0.41769	0.50099	0.99434	1.06748	1.11593
10056	10.03726	10.59814	10.67048	-3.63446	-2.08178	-0.45717	-3.45222	-1.93032	-0.36753	1.2903	2.15815	2.40928	9.57842	9.64832	9.70179	-1.51919	-0.66817	-0.155	-1.3424	-0.5682	-0.10711	0.59932	1.09976	1.35635
24336	9.41274	9.51876	9.72171	-2.17983	-0.70727	-0.06153	-2.09548	-0.67917	-0.03629	0.0584	0.33487	0.85702	9.20387	9.30227	9.38097	-2.23402	-1.09831	-0.74419	-2.13858	-1.0717	-0.72599	0.00655	0.09605	0.35526
2149	8.91696	9.06305	9.18987	0.56502	0.9011	1.09321	0.53618	0.76156	0.92787	0.23526	0.6851	1.04814	9.08147	9.12388	9.16823	0.64923	0.92192	1.10334	0.60861	0.83802	0.9646	0.57644	1.01351	1.25437
744	10.01951	10.03628	10.2247	1.36516	1.45232	1.49661	1.34626	1.41446	1.45318	0.79622	0.8689	0.92503	9.94883	9.98985	10.04837	1.30215	1.72302	1.8868	1.28116	1.65198	1.77124	0.90695	1.55462	1.77723
3432	8.78709	8.95192	9.24164	0.45459	0.86243	1.2112	0.40976	0.7138	1.05329	0.49277	1.06267	1.73904	8.91484	8.96935	9.03742	0.37486	0.71034	0.94178	0.37105	0.64454	0.8063	0.67709	1.09361	1.3992
11156	9.43504	9.49933	9.57795	1.03959	1.51272	1.57827	0.98651	1.34692	1.41251	1.07902	1.6836	1.80254	9.10118	9.17569	9.22363	0.89481	1.14656	1.25848	0.80833	1.01582	1.09994	0.75176	1.19701	1.36284
24779	11.47017	11.52297	11.66406	-9.12852	-5.24291	-1.07966	-9.00851	-5.06047	-0.92081	1.0729	1.92867	2.47386	10.93305	10.94305	11.00039	-12.70442	-9.50798	-5.68225	-12.516	-9.35944	-5.58142	-0.24314	-0.21005	0.00183
23720	9.08516	9.24601	9.35527	0.69399	1.05434	1.26729	0.6068	0.94958	1.12792	0.83734	1.48055	1.81362	9.00961	9.05699	9.1092	0.37057	0.6929	0.95805	0.3514	0.64409	0.85035	0.55007	1.0668	1.43277
7219	10.90595	10.93256	11.06579	-9.30083	-5.66849	-3.50881	-9.13835	-5.55919	-3.43059	0.20413	0.29127	0.57845	10.50537	10.53327	10.54443	-11.23833	-7.78242	-4.50975	-11.04845	-7.63311	-4.389	-0.35891	-0.17202	0.00081
570	9.13015	9.18351	9.24315	1.15951	1.2226	1.28531	1.00133	1.05924	1.12119	1.11047	1.21065	1.31237	8.7289	8.77621	8.93208	0.6607	0.77807	0.98591	0.56653	0.62647	0.82081	0.34193	0.45288	0.91684
22632	9.12729	9.30582	9.43147	0.41904	0.75974	1.05412	0.39931	0.71509	0.97667	0.53049	0.98602	1.41651	9.03395	9.12108	9.17216	0.31204	0.78293	1.10243	0.29635	0.71944	0.97898	0.50916	1.09417	1.52553
23441	10.79077	11.36943	11.41295	-6.87292	-2.07677	-1.3186	-6.70536	-1.88622	-1.14627	0.74863	2.9542	3.09725	10.15358	10.16836	10.19635	-0.58692	-0.43061	-0.3071	-0.52539	-0.37307	-0.25101	0.22041	0.30386	0.43507
15959	9.44959	9.61698	9.65849	1.05495	1.09632	1.40724	1.01665	1.05361	1.26181	0.6376	0.70125	1.13378	9.55447	9.56902	9.59506	1.26241	1.61539	1.65763	1.20162	1.46146	1.48688	1.25207	1.77107	1.8309
13086	8.74754	8.97198	9.24192	0.72582	0.78517	0.93396	0.58626	0.66304	0.85765	0.29669	0.47516	0.84746	9.00311	9.06863	9.11651	0.70892	0.81065	0.8943	0.68605	0.74978	0.82557	0.65399	0.75964	0.86235
4187	9.49211	9.91385	9.94874	1.48901	1.9468	1.99819	1.35666	1.77608	1.82355	0.5682	1.45225	1.5355	9.58531	9.63919	9.75491	1.43371	1.65656	1.7712	1.35739	1.49274	1.6132	0.74548	0.98899	1.28532
25246	10.01904	10.60237	11.60502	-2.19048	1.33915	2.0542	-1.98039	1.33495	1.88452	1.11208	1.44302	2.30998	10.33599	10.48953	10.52037	1.25118	1.42888	2.29712	1.24779	1.42541	2.1716	0.76492	1.27683	2.36998
12216	9.57757	9.61976	9.76476	1.03999	1.08942	1.30378	1.00205	1.0466	1.17353	0.81053	0.88121	1.25406	9.53825	9.5589	9.59172	1.26927	1.46716	1.62803	1.20489	1.35357	1.46378	1.49204	1.77546	2.0303
23316	10.95823	11.02893	11.07694	-2.86221	-2.26082	-1.38985	-2.66114	-2.08326	-1.23604	2.22109	2.43549	2.56447	9.8705	9.90449	9.9451	-5.36678	-3.04044	-1.8865	-5.19181	-2.9091	-1.79458	-0.27387	-0.04575	0.34784
13601	11.29096	11.6471	12.27486	-0.76604	1.46857	2.26284	-0.64578	1.57443	2.27353	1.64687	2.08503	3.39343	11.0496	11.07616	11.22898	0.82442	1.46159	1.66948	0.93162	1.55102	1.69738	1.27313	1.51031	1.59604
13400	9.6265	9.68012	9.6985	1.26866	1.73695	1.75563	1.18087	1.56021	1.57885	0.55781	1.39786	1.43359	9.35922	9.4966	9.54306	1.451	1.58922	1.63988	1.27689	1.41335	1.4633	0.9563	1.3	1.37162
1848	10.66466	11.21478	11.91988	-1.88856	-0.20254	1.85371	-1.67873	-0.1627	1.84665	1.36478	1.5532	3.05824	10.61011	10.63701	10.73647	1.50241	2.13754	2.46606	1.499	2.08759	2.37352	1.24254	2.1922	2.80854
21772	10.76647	10.86124	10.92949	-10.13634	-5.72433	-3.75828	-10.00177	-5.62066	-3.68534	-0.15404	0.00105	0.42032	10.54209	10.54602	10.55267	-11.43631	-9.97548	-8.0168	-11.23027	-9.78472	-7.86551	-0.01359	0.00607	0.02322
26755	11.44549	12.16076	12.17298	-2.92504	-1.87458	2.07299	-2.77289	-1.66755	2.07056	0.98987	2.74749	2.78837	11.06926	11.07273	11.15518	-2.53199	-1.17299	-0.91381	-2.43854	-1.1147	-0.85897	-0.35287	-0.32101	0.00113
17245	10.85254	11.54683	11.56649	-5.53847	-2.05907	-1.36243	-5.42454	-1.8567	-1.18498	1.57142	3.48834	3.54423	10.37518	10.40348	10.43057	-4.23206	0.484	0.56437	-4.07499	0.50122	0.58027	0.76319	0.94262	1.0606
22834	11.04875	11.38968	11.40762	-5.58478	-4.46108	-2.69721	-5.39142	-4.29844	-2.57102	0.83767	2.00594	2.03747	10.53542	10.5536	10.56768	-7.80067	-5.17909	-3.38586	-7.6046	-5.03303	-3.28405	-0.50553	-0.36684	0.00943
3412	9.28265	9.37205	9.58876	0.57246	1.00246	1.32292	0.55233	0.92542	1.20031	0.70109	1.38926	1.93304	9.36043	9.41757	9.48488	0.62194	1.12628	1.43372	0.60612	1.06069	1.30285	1.10243	1.80027	2.21965
24257	9.39211	9.58878	9.74013	0.88905	1.21955	1.69806	0.86505	1.08329	1.52813	0.32775	0.6927	1.63001	9.49844	9.51843	9.57693	0.76655	1.3317	1.42963	0.77579	1.24377	1.31499	0.49054	1.23865	1.36691
3683	10.23165	10.48236	11.58506	-0.98159	1.84198	1.94444	-0.77495	1.78516	1.86398	1.48113	1.62994	3.34742	10.17886	10.21434	10.39574	1.41493	1.96551	2.11715	1.41497	1.92679	2.02021	1.62544	2.12746	2.33578
16049	10.30224	10.30753	10.31671	1.79568	1.81246	1.82461	1.74312	1.76375	1.77291	1.22863	1.24545	1.26433	10.20433	10.21153	10.21757	2.01152	2.02315	2.0373	1.92813	1.93804	1.95212	1.89712	1.9165	1.94002
12588	9.06709	9.09791	9.1343	0.93585	1.12438	1.16215	0.77306	0.95755	0.99105	0.79635	1.20516	1.2983	9.16856	9.19344	9.22064	1.06543	1.20151	1.27769	0.96651	1.06	1.11011	1.40053	1.60387	1.71742
4644	9.91826	10.63722	10.74249	-3.46147	-1.94685	0.2859	-3.28861	-1.80601	0.29525	0.87464	2.41085	2.75493	9.55915	9.62146	9.68192	-0.59562	-0.32455	-0.03295	-0.56468	-0.29749	-0.01179	0.28371	0.62008	1.09862
1695	9.03446	9.19685	9.38737	0.54487	1.01144	1.27619	0.51169	0.88147	1.13286	0.32669	0.82046	1.30575	9.07094	9.132	9.20112	0.49973	1.10824	1.23063	0.47486	0.9705	1.06606	0.422	1.20411	1.38518
25341	8.84158	8.96499	9.27114	0.67472	0.83073	1.08331	0.59103	0.68393	0.97433	0.46207	0.63882	1.24367	9.0718	9.12157	9.17002	0.51079	0.75771	0.96919	0.48489	0.70325	0.867	0.51062	0.91346	1.18755
1918	10.35425	10.9615	11.82856	-1.58985	1.34198	2.02312	-1.50743	1.39267	1.95109	2.07688	2.22926	3.73129	10.1643	10.32175	10.38754	2.13373	2.27302	2.51343	2.05595	2.11326	2.36564	2.70391	2.84826	3.38634
22279	10.8234	11.43559	11.47525	-5.42946	-2.47384	-1.83108	-5.3194	-2.27888	-1.6523	0.32997	2.3864	2.51885	10.28994	10.30382	10.32066	-6.60948	-4.81301	-2.93893	-6.41348	-4.65964	-2.82933	-0.42511	-0.36969	-0.30144
19633	9.86092	10.06211	10.09011	1.50332	1.5662	1.9141	1.45383	1.51937	1.73981	1.05933	1.11866	1.64968	9.98746	10.00192	10.05299	1.91613	2.04611	2.11482	1.80757	1.88904	1.94662	1.98541	2.16417	2.29479
22385	10.31511	10.33728	11.09516	1.17683	1.3294	1.56753	1.25852	1.33851	1.54216	0.85323	0.94195	1.76972	10.18599	10.2159	10.23796	1.46311	1.59738	1.75448	1.44731	1.58157	1.72991	1.30287	1.53446	1.81612
14637	10.05146	10.25146	10.69923	1.56854	1.75913	2.10785	1.54196	1.69751	1.93245	0.98298	1.6656	1.72288	10.16716	10.17848	10.24889	1.77044	2.01771	2.07694	1.72807	1.92449	1.96708	1.57262	1.89977	1.97529
17064	10.6311	10.97214	10.99356	-12.56161	-7.84521	-3.81913	-12.37879	-7.72295	-3.72074	0.08924	1.96044	2.00608	9.9639	9.97823	10.13089	-14.09247	-10.17674	-6.35148	-13.89811	-10.01689	-6.24892	-0.85684	-0.81028	0.00123
8154	10.95995	11.14033	11.17573	-5.98142	-4.88818	-3.28393	-5.77535	-4.7258	-3.14807	1.44237	2.26925	2.32691	10.34422	10.36301	10.38346	-7.23718	-4.80757	-3.27626	-7.06065	-4.67837	-3.17792	-0.00569	0.00834	0.03494
18443	9.13456	9.15832	9.25838	0.72217	1.12457	1.19145	0.68126	0.97524	1.02105	0.38309	0.97583	1.08145	9.21853	9.24894	9.29329	0.91967	1.17119	1.28489	0.86341	1.05364	1.12968	0.98608	1.33851	1.4963
9380	10.0178	10.46571	11.08759	-2.76938	1.15239	1.37565	-2.62879	1.15124	1.32862	1.39022	1.90916	3.56617	9.84942	9.88555	9.94076	0.95188	1.1797	1.42377	1.0627	1.17731	1.39441	2.0242	2.21261	2.64407
13249	9.9282	10.00417	10.93076	-1.41174	1.19148	2.46254	-1.25729	1.19102	2.40939	1.48166	1.55477	3.63378	9.82586	9.86657	9.93835	0.60602	1.17305	1.56304	0.79905	1.26914	1.62401	1.60399	1.99485	2.42816
25120	10.96272	11.11141	11.70605	-4.20215	-1.78089	1.32835	-4.11757	-1.60591	1.33733	1.31658	1.84419	3.53262	10.49219	10.52125	10.57933	-2.84608	1.03136	1.09807	-2.66714	1.03626	1.10154	0.45795	1.27606	1.50901
25794	10.07567	10.50881	10.67145	-5.7926	-2.47272	0.64988	-5.62552	-2.34146	0.66489	1.00532	1.33201	1.65281	9.61426	9.67987	9.74878	-4.6044	-2.82565	-1.15297	-4.42661	-2.69013	-1.09417	0.08167	0.24357	0.45968
23851	8.8365	8.99316	9.44864	0.83491	0.9964	1.16382	0.6832	0.84115	1.08365	0.88704	1.17326	1.39655	8.7533	8.82584	8.8683	0.63671	0.80076	0.90949	0.5405	0.66495	0.74708	0.67624	0.96103	1.1431
18661	10.63113	11.12895	11.21562	-7.40398	-4.62777	-2.89432	-7.25805	-4.47144	-2.79315	0.46579	2.27066	2.44041	10.18231	10.19624	10.24109	-9.42298	-6.20919	-3.70981	-9.23688	-6.05386	-3.60438	-0.48824	-0.42939	0.0056
23250	10.05451	10.39474	10.59246	-8.42791	-4.51316	-2.65906	-8.26003	-4.3826	-2.56843	0.23141	1.72821	2.11073	9.59523	9.64467	9.76412	-9.15981	-5.5918	-3.42741	-8.99832	-5.45495	-3.33568	-0.21893	0.02465	0.12093
9871	9.35584	9.53555	9.57732	1.00354	1.0704	1.27716	0.95479	1.01956	1.18421	0.62426	0.68995	1.08535	9.44645	9.46971	9.48455	1.242	1.53201	1.56976	1.15871	1.37405	1.39778	1.21139	1.69273	1.7499
5068	10.16715	10.27662	10.4786	-8.33777	-4.83565	-2.7477	-8.19922	-4.71334	-2.6598	0.4687	0.85144	1.95641	9.81026	9.8757	9.95955	-12.41772	-7.89707	-4.41634	-12.25058	-7.75405	-4.34041	0.00388	0.07692	0.22049
533	8.86527	9.06842	9.23537	0.72752	0.91179	1.09442	0.62386	0.80158	0.96287	0.47388	0.84864	1.1433	9.00225	9.07709	9.13653	0.66902	0.90835	1.06771	0.62359	0.81025	0.93349	0.70381	0.99353	1.22257
15988	9.56872	9.59446	9.63009	1.18886	1.61991	1.65122	1.14344	1.45025	1.47843	1.04429	1.57665	1.6464	9.62389	9.66589	9.69555	1.19425	1.51093	1.67257	1.26216	1.42842	1.53925	1.40365	1.71088	1.93651
4216	11.53726	12.08089	12.12454	-3.14942	2.24075	2.55272	-2.97526	2.25233	2.5512	1.80335	2.73435	3.10116	11.32029	11.32613	11.33789	-0.68076	1.08358	1.12037	-0.5906	1.12343	1.1588	1.15897	1.21256	1.24197
2046	9.85468	9.89264	10.08548	1.3349	1.67283	1.86929	1.31008	1.57547	1.71002	0.71531	1.21059	1.464	9.94188	9.97233	9.99885	1.32616	1.60715	1.67218	1.36959	1.56086	1.61806	1.08752	1.41226	1.49183
22173	9.82945	9.94409	10.03343	2.02559	2.1821	2.41918	1.84766	1.87176	1.90516	0.9566	1.5204	1.54272	9.88332	9.96709	10.4361	2.07889	2.19064	3.36025	1.90123	1.94665	2.40899	1.45354	1.73653	4.01689
25037	10.7568	11.52397	11.58331	-1.79043	-0.99583	1.84633	-1.5895	-0.80129	1.93268	3.44248	3.6484	3.80046	10.16792	10.20103	10.26425	1.21837	1.30256	1.35865	1.21069	1.29174	1.3472	1.55769	1.64341	1.76753
24389	8.89811	8.99815	9.13001	0.90012	0.99432	1.13887	0.74375	0.83202	0.9738	0.73191	0.93436	1.18938	8.90579	8.96144	9.0005	0.67937	0.86641	1.00904	0.6076	0.74916	0.8567	0.56423	0.86352	1.10396
